filename,Ered,Ered_ag,SMILES,MPP_all(Angstrom),MPP_heavy(Angstrom)
E11_BzNSN_g16_sbo_neutral_BFremaing_p896,1.042666844,-2.807333156,CCN(C)CCN1CN(CC)c2cc3nsnc3cc21,0.977188,0.58275
E11_BzNSN_g16_sbo_neutral_BFremaing_p897,1.01937314,-2.83062686,CCCCc1c2c(cc3nsnc13)N(CC)CN2C(C)C,1.300716,0.940626
E11_BzNSN_g16_sbo_neutral_BFremaing_p898,1.109443182,-2.740556818,CCN(C)CCN1CN(C)c2c1cc1nsnc1c2C,0.680186,0.297006
E11_BzNSN_g16_sbo_neutral_BFremaing_p899,1.242101433,-2.607898567,CCC(=O)Oc1c2c(cc3nsnc13)N(C)CN2CC,0.970245,0.665834
E11_BzNSN_g16_sbo_neutral_BFremaing_p900,1.087959282,-2.762040718,COCCN1CN(C(C)C)c2cc3nsnc3c(OC)c21,1.076045,0.764345
E11_BzNSN_g16_sbo_neutral_BFremaing_p902,1.169468744,-2.680531256,COc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,0.900124,0.506816
E11_BzNSN_g16_sbo_neutral_BFremaing_p903,1.162956335,-2.687043665,CCCN1CN(CC)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.230858,0.862666
E11_BzNSN_g16_sbo_neutral_BFremaing_p904,0.95352769,-2.89647231,CCN1CN(CCN(CC)C(C)C)c2cc3nsnc3cc21,1.461832,1.035599
E11_BzNSN_g16_sbo_neutral_BFremaing_p905,1.275817223,-2.574182777,CCC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)N(C)CN2CC,1.530965,1.092067
E11_BzNSN_g16_sbo_neutral_BFremaing_p906,1.114669871,-2.735330129,CCc1c2c(cc3nsnc13)N(C)C(OC)N2C,0.805937,0.483711
E11_BzNSN_g16_sbo_neutral_BFremaing_p907,1.114358033,-2.735641967,CCCOc1c2c(cc3nsnc13)N(CCOC)CN2C,1.240056,0.87398
E11_BzNSN_g16_sbo_neutral_BFremaing_p908,1.034859192,-2.815140808,CCCc1c2c(cc3nsnc13)N(C(C)CC)CN2C,1.288188,0.861867
E11_BzNSN_g16_sbo_neutral_BFremaing_p909,1.043824128,-2.806175872,CC(C)N1CN(CCN(C)C)c2cc3nsnc3cc21,0.995916,0.583435
E11_BzNSN_g16_sbo_neutral_BFremaing_p910,1.281595207,-2.568404793,CC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2C,1.133242,0.796825
E11_BzNSN_g16_sbo_neutral_BFremaing_p911,1.19932683,-2.65067317,CCCOc1c2c(c(OC)c3nsnc13)N(C)CN2CC,0.989442,0.670419
E11_BzNSN_g16_sbo_neutral_BFremaing_p912,1.116674234,-2.733325766,CCc1c2c(cc3nsnc13)N(CC)CN2CCOC,0.934907,0.522293
E11_BzNSN_g16_sbo_neutral_BFremaing_p914,1.108152565,-2.741847435,CCCN1CN(CC)c2cc3nsnc3c(C(C)C)c21,0.900854,0.471103
E11_BzNSN_g16_sbo_neutral_BFremaing_p915,1.240565372,-2.609434628,CCN1CN(C)c2c1cc1nsnc1c2OC(=O)C(C)C,0.959296,0.63442
E11_BzNSN_g16_sbo_neutral_BFremaing_p917,1.120804047,-2.729195953,CCCN1CN(C)c2cc3nsnc3c(N(C)C(C)C)c21,1.045154,0.632635
E11_BzNSN_g16_sbo_neutral_BFremaing_p918,1.23243663,-2.61756337,CCC(C)c1c2c(cc3nsnc13)N(CCOC)CN2C,1.032916,0.606669
E11_BzNSN_g16_sbo_neutral_BFremaing_p919,1.209876806,-2.640123194,CCOC1N(C)c2c(cc3nsnc3c2C)N1CC,1.151372,0.757707
E11_BzNSN_g16_sbo_neutral_BFremaing_p920,1.286805569,-2.563194431,CCC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)N(CC)CN2C,1.558386,1.099233
E11_BzNSN_g16_sbo_neutral_BFremaing_p921,1.179353684,-2.670646316,CCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC)CN2CC,1.408967,1.085175
E11_BzNSN_g16_sbo_neutral_BFremaing_p922,1.223329653,-2.626670347,CCCN1CN(C)c2c1cc1nsnc1c2/[N+](C)=C(\C)[O-],1.129206,0.655053
E11_BzNSN_g16_sbo_neutral_BFremaing_p923,1.093302161,-2.756697839,CCc1c2c(cc3nsnc13)N(CCN(C)CC)CN2C,0.971511,0.586138
E11_BzNSN_g16_sbo_neutral_BFremaing_p924,1.211240078,-2.638759922,CCCc1c2c(cc3nsnc13)N(C)C(OC)N2C,1.073878,0.68303
E11_BzNSN_g16_sbo_neutral_BFremaing_p925,1.199021794,-2.650978206,CCCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CN2CC,1.384141,1.134548
E11_BzNSN_g16_sbo_neutral_BFremaing_p926,1.255807342,-2.594192658,CCCN1CN(C)c2c1c(OC)c1nsnc1c2OC,0.7794,0.405636
E11_BzNSN_g16_sbo_neutral_BFremaing_p927,1.166092131,-2.683907869,CCOc1c2c(cc3nsnc13)N(CC)C(OC)N2CC,0.787042,0.457182
E11_BzNSN_g16_sbo_neutral_BFremaing_p928,1.163252663,-2.686747337,COc1c2c(cc3nsnc13)N(CCOC(C)C)CN2C,0.898485,0.499044
E11_BzNSN_g16_sbo_neutral_BFremaing_p929,1.224483127,-2.625516873,CCN1CN(C(C)C)c2cc3nsnc3c(/[N+](C)=C(\C)[O-])c21,1.222336,0.740898
E11_BzNSN_g16_sbo_neutral_BFremaing_p933,1.207020196,-2.642979804,CCOCCN1CN(C)c2cc3nsnc3c(C)c21,0.638912,0.268217
E11_BzNSN_g16_sbo_neutral_BFremaing_p934,1.01018589,-2.83981411,CCN1CN(CC)c2c1cc1nsnc1c2CC(C)C,1.374154,0.974264
E11_BzNSN_g16_sbo_neutral_BFremaing_p935,1.170699497,-2.679300503,CCCN1c2c(cc3nsnc3c2OC)N(CC)C1OC,1.04595,0.667743
E11_BzNSN_g16_sbo_neutral_BFremaing_p936,1.03419742,-2.81580258,CCCN1CN(C(C)CC)c2c1cc1nsnc1c2CC,1.19274,0.747894
E11_BzNSN_g16_sbo_neutral_BFremaing_p937,1.079053938,-2.770946062,CC(C)N(c1c2c(cc3nsnc13)N(C)CN2C)C(C)C,1.4507,0.977753
E11_BzNSN_g16_sbo_neutral_BFremaing_p938,1.050824158,-2.799175842,CCCN1CN(CCOC)c2c1cc1nsnc1c2C,1.073889,0.755146
E11_BzNSN_g16_sbo_neutral_BFremaing_p940,1.161014286,-2.688985714,CCCN1CN(C(C)CC)c2c1c(C)c1nsnc1c2C,0.864117,0.442839
E11_BzNSN_g16_sbo_neutral_BFremaing_p941,1.260658247,-2.589341753,CCCOc1c2c(cc3nsnc13)N(C)C(OCC)N2C,1.050524,0.663251
E11_BzNSN_g16_sbo_neutral_BFremaing_p942,1.207348088,-2.642651912,COc1c2c(c(OC)c3nsnc13)N(C(C)C)CN2C,0.96228,0.554687
E11_BzNSN_g16_sbo_neutral_BFremaing_p943,1.149969885,-2.700030115,CCOc1c2c(cc3nsnc13)N(CC)CN2C,0.723107,0.373583
E11_BzNSN_g16_sbo_neutral_BFremaing_p944,1.117167841,-2.732832159,CCCN1c2cc3nsnc3cc2N(C(C)C)C1OCC,1.035966,0.621724
E11_BzNSN_g16_sbo_neutral_BFremaing_p945,1.110566452,-2.739433548,CCCOCCc1c2c(cc3nsnc13)N(C)CN2C,1.451315,1.028603
E11_BzNSN_g16_sbo_neutral_BFremaing_p946,1.146342387,-2.703657613,CCCCOc1c2c(cc3nsnc13)N(C)CN2C(C)C,0.9817,0.582416
E11_BzNSN_g16_sbo_neutral_BFremaing_p947,0.999791288,-2.850208712,CCC(C)N1CN(CC)c2c1cc1nsnc1c2CC(C)C,1.318079,0.899022
E11_BzNSN_g16_sbo_neutral_BFremaing_p948,1.233833915,-2.616166085,CCCC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC)CN2C,1.520443,1.19639
E11_BzNSN_g16_sbo_neutral_BFremaing_p949,1.13500574,-2.71499426,CCc1c2c(c(OC)c3nsnc13)N(C)CN2CC,0.935979,0.569277
E11_BzNSN_g16_sbo_neutral_BFremaing_p950,1.249450852,-2.600549148,CC(=O)Oc1c2c(cc3nsnc13)N(C)CN2CC(C)C,0.821885,0.539678
E11_BzNSN_g16_sbo_neutral_BFremaing_p951,1.041897317,-2.808102683,CCC(C)N(C)c1c2c(cc3nsnc13)N(CC)CN2C,1.210696,0.778695
E11_BzNSN_g16_sbo_neutral_BFremaing_p952,1.297382212,-2.552617788,CCN1CN(C)c2c1c(C)c1nsnc1c2/[NH+]=C(\C)[O-],1.187492,0.727519
E11_BzNSN_g16_sbo_neutral_BFremaing_p955,1.253300665,-2.596699335,CCOc1c2c(c(OC)c3nsnc13)N(C)CN2CC,0.782247,0.438988
E11_BzNSN_g16_sbo_neutral_BFremaing_p956,1.190679718,-2.659320282,CCCN1CN(CC)c2c1cc1nsnc1c2C(C)C,0.922249,0.500949
E11_BzNSN_g16_sbo_neutral_BFremaing_p957,1.219859162,-2.630140838,CCN1CN(C)c2cc3nsnc3c(OC(C)=O)c21,0.705884,0.485013
E11_BzNSN_g16_sbo_neutral_BFremaing_p958,1.060864473,-2.789135527,CCN1CN(CC)c2c1cc1nsnc1c2N(C)C(C)C,1.129937,0.683857
E11_BzNSN_g16_sbo_neutral_BFremaing_p960,1.270591622,-2.579408378,C/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C)CN2C,0.90211,0.498978
E11_BzNSN_g16_sbo_neutral_BFremaing_p961,1.066770348,-2.783229652,CC(C)c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.012276,0.568274
E11_BzNSN_g16_sbo_neutral_BFremaing_p963,1.086528527,-2.763471473,CCCN1CN(CC(C)C)c2cc3nsnc3c(N(C)C)c21,1.012009,0.58272
E11_BzNSN_g16_sbo_neutral_BFremaing_p964,1.230044239,-2.619955761,CCCc1c2c(c(OC)c3nsnc13)N(CC)CN2CC,1.038893,0.632715
E11_BzNSN_g16_sbo_neutral_BFremaing_p965,1.152530712,-2.697469288,CCCN1CN(C(C)CC)c2c1cc1nsnc1c2OC,1.051081,0.640759
E11_BzNSN_g16_sbo_neutral_BFremaing_p966,1.19720927,-2.65279073,CCCOC1N(C)c2c(cc3nsnc3c2C)N1CC,0.955143,0.624312
E11_BzNSN_g16_sbo_neutral_BFremaing_p967,1.25046936,-2.59953064,CCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)N(C)CN2C,0.928511,0.508525
E11_BzNSN_g16_sbo_neutral_BFremaing_p969,1.081830548,-2.768169452,CCCN1c2c(cc3nsnc3c2C)N(C)C1OCC,1.080532,0.71064
E11_BzNSN_g16_sbo_neutral_BFremaing_p970,1.145566329,-2.704433671,CC(C)COc1c2c(cc3nsnc13)N(C)CN2C(C)C,0.991537,0.615704
E11_BzNSN_g16_sbo_neutral_BFremaing_p972,1.248559964,-2.601440036,CCCN1CN(C)c2c1cc1nsnc1c2CC,0.977496,0.558354
E11_BzNSN_g16_sbo_neutral_BFremaing_p973,1.239934621,-2.610065379,CCCOc1c2c(cc3nsnc13)N(CC)C(OC)N2C,1.034477,0.639162
E11_BzNSN_g16_sbo_neutral_BFremaing_p974,1.052878044,-2.797121956,CCC(C)N1CN(C(C)C)c2cc3nsnc3cc21,1.006294,0.577817
E11_BzNSN_g16_sbo_neutral_BFremaing_p975,1.221128555,-2.628871445,CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC)CN2C,1.231712,0.822409
E11_BzNSN_g16_sbo_neutral_BFremaing_p976,1.104080711,-2.745919289,CCc1c2c(cc3nsnc13)N(C)C(OC(C)CC)N2C,1.065496,0.726658
E11_BzNSN_g16_sbo_neutral_BFremaing_p977,1.129040545,-2.720959455,CCC(C)Oc1c2c(cc3nsnc13)N(C)CN2C(C)CC,1.299285,0.967413
E11_BzNSN_g16_sbo_neutral_BFremaing_p979,1.131842733,-2.718157267,CCCN1CN(C(C)C)c2cc3nsnc3c(C(C)CC)c21,1.222018,0.911272
E11_BzNSN_g16_sbo_neutral_BFremaing_p980,1.194992389,-2.655007611,CCOCCN1CN(C)c2c1cc1nsnc1c2OC,1.174999,0.751634
E11_BzNSN_g16_sbo_neutral_BFremaing_p982,1.061000528,-2.788999472,CC(C)CN(C)c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.486223,1.028666
E11_BzNSN_g16_sbo_neutral_BFremaing_p983,1.143605777,-2.706394223,CCC(C)N1CN(CC)c2c1cc1nsnc1c2OC(C)C,1.095605,0.692736
E11_BzNSN_g16_sbo_neutral_BFremaing_p984,1.083085247,-2.766914753,CCc1c2c(cc3nsnc13)N(C)CN2C(C)C,0.893267,0.492535
E11_BzNSN_g16_sbo_neutral_BFremaing_p985,1.067413072,-2.782586928,CC(C)OCCN1CN(C)c2cc3nsnc3cc21,0.96583,0.619552
E11_BzNSN_g16_sbo_neutral_BFremaing_p987,1.062950196,-2.787049804,CCN1CN(C)c2cc3nsnc3c(N(C)CCOC)c21,1.339052,0.846181
E11_BzNSN_g16_sbo_neutral_BFremaing_p988,1.191837002,-2.658162998,CCc1c2c(c(OC(C)=O)c3nsnc13)N(CC)CN2C,0.788599,0.504905
E11_BzNSN_g16_sbo_neutral_BFremaing_p989,1.242728919,-2.607271081,CCOc1c2c(c(OC(C)C)c3nsnc13)N(C)CN2C,0.961646,0.646014
E11_BzNSN_g16_sbo_neutral_BFremaing_p990,1.102700297,-2.747299703,CCCN1CN(C)c2c1c(C)c1nsnc1c2CC,0.750263,0.336039
E11_BzNSN_g16_sbo_neutral_BFremaing_p991,1.221152229,-2.628847771,CCC(C)Oc1c2c(c(C)c3nsnc13)N(C)CN2CC,1.125287,0.725006
E11_BzNSN_g16_sbo_neutral_BFremaing_p992,1.066916743,-2.783083257,CC(C)CN1CN(C)c2c1cc1nsnc1c2C(C)C,1.046298,0.615581
E11_BzNSN_g16_sbo_neutral_BFremaing_p993,1.135418531,-2.714581469,COCCN1CN(C)c2c1cc1nsnc1c2C(C)C,0.942156,0.525192
E11_BzNSN_g16_sbo_neutral_BFremaing_p994,1.109984681,-2.740015319,CCC(C)c1c2c(c(C)c3nsnc13)N(CC)CN2C(C)C,1.404277,0.967547
E11_BzNSN_g16_sbo_neutral_BFremaing_p996,1.099060553,-2.750939447,CCC(C)c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.067457,0.621781
E11_BzNSN_g16_sbo_neutral_BFremaing_p997,1.13426424,-2.71573576,CCC(C)N1CN(CC)c2cc3nsnc3c(CC(C)C)c21,1.363304,0.974928
E11_BzNSN_g16_sbo_neutral_BFremaing_p998,1.153415614,-2.696584386,CCc1c2c(cc3nsnc13)N(CC)C(OC)N2C(C)CC,1.270474,0.868811
E11_BzNSN_g16_sbo_neutral_BFremaing_p999,1.141874613,-2.708125387,CCN1CN(C(C)C)c2c1c(C(C)C)c1nsnc1c2OC,1.05292,0.61466
E11_BzNSN_g16_sbo_neutral_BFremaing_p1000,1.090381605,-2.759618395,CCC(C)N1CN(CC)c2c1c(C)c1nsnc1c2OC,0.999619,0.581745
E11_BzNSN_g16_sbo_neutral_BFremaing_p1001,1.12141058,-2.72858942,CCCCc1c2c(c(OC)c3nsnc13)N(C(C)C)CN2C,1.090239,0.68617
E11_BzNSN_g16_sbo_neutral_BFremaing_p1002,1.045912844,-2.804087156,CCC(C)N1CN(C)c2cc3nsnc3c(N(C)CC)c21,1.307831,0.920201
E11_BzNSN_g16_sbo_neutral_BFremaing_p1003,1.088647448,-2.761352552,CCCN1CN(C)c2cc3nsnc3c(CC)c21,0.764018,0.369958
E11_BzNSN_g16_sbo_neutral_BFremaing_p1004,1.075241132,-2.774758868,CCN1CN(C(C)C)c2cc3nsnc3c(N(C)C)c21,1.042847,0.577021
E11_BzNSN_g16_sbo_neutral_BFremaing_p1006,1.2005984,-2.6494016,CCOc1c2c(c(OC)c3nsnc13)N(C)CN2C(C)C,0.961258,0.584084
E11_BzNSN_g16_sbo_neutral_BFremaing_p1007,1.270156518,-2.579843482,CC/C([O-])=[N+](\c1c2c(cc3nsnc13)N(C)CN2C)C(C)C,1.663252,1.13138
E11_BzNSN_g16_sbo_neutral_BFremaing_p1008,1.126285703,-2.723714297,CCCCc1c2c(c(CC)c3nsnc13)N(C)CN2CCC,1.035352,0.65031
E11_BzNSN_g16_sbo_neutral_BFremaing_p1009,1.166084784,-2.683915216,CCOC1N(CC)c2cc3nsnc3c(OC)c2N1CC,0.89807,0.516008
E11_BzNSN_g16_sbo_neutral_BFremaing_p1010,1.235779502,-2.614220498,CCCN1c2c(cc3nsnc3c2C)N(C)C1OC(C)C,1.2699,0.887353
E11_BzNSN_g16_sbo_neutral_BFremaing_p1011,1.212456409,-2.637543591,CCCN1CN(CC)c2c1c(C)c1nsnc1c2/[NH+]=C(\C)[O-],1.016468,0.609678
E11_BzNSN_g16_sbo_neutral_BFremaing_p1012,1.093831143,-2.756168857,COCCN1CN(C(C)C)c2cc3nsnc3c(C)c21,0.901201,0.470437
E11_BzNSN_g16_sbo_neutral_BFremaing_p1013,1.146457489,-2.703542511,CCN1CN(C(C)C)c2c1c(OC)c1nsnc1c2OC,1.050289,0.60848
E11_BzNSN_g16_sbo_neutral_BFremaing_p1014,1.138212284,-2.711787716,CCc1c2c(cc3nsnc13)N(C)C(OC(C)C)N2C,0.888066,0.474897
E11_BzNSN_g16_sbo_neutral_BFremaing_p1015,1.147541303,-2.702458697,CCCN1CN(C)c2c1cc1nsnc1c2OC(C)CC,1.068609,0.704856
E11_BzNSN_g16_sbo_neutral_BFremaing_p1016,1.092271409,-2.757728591,CCc1c2c(cc3nsnc13)N(C)CN2CCOC,0.931304,0.634735
E11_BzNSN_g16_sbo_neutral_BFremaing_p1017,1.227611032,-2.622388968,CCN1c2cc3nsnc3c(OC)c2N(CC)C1OC,0.815621,0.44144
E11_BzNSN_g16_sbo_neutral_BFremaing_p1019,1.245253828,-2.604746172,CCN1CN(C)c2c1c(C(C)C)c1nsnc1c2OC,1.225547,0.749329
E11_BzNSN_g16_sbo_neutral_BFremaing_p1020,1.227996883,-2.622003117,CCCN1CN(C)c2c1cc1nsnc1c2/[NH+]=C(/[O-])CC,1.096398,0.722109
E11_BzNSN_g16_sbo_neutral_BFremaing_p1021,1.095895098,-2.754104902,CCC(C)OC1N(CC)c2cc3nsnc3cc2N1C(C)C,1.171016,0.761865
E11_BzNSN_g16_sbo_neutral_BFremaing_p1022,1.097166668,-2.752833332,CCCN1CN(C)c2c1cc1nsnc1c2CCOC,0.840914,0.459646
E11_BzNSN_g16_sbo_neutral_BFremaing_p1023,1.116672329,-2.733327671,CCCCc1c2c(c(C)c3nsnc13)N(C)CN2C,0.863704,0.499047
E11_BzNSN_g16_sbo_neutral_BFremaing_p1024,1.106510653,-2.743489347,CCN1CN(CCOC)c2cc3nsnc3cc21,0.767838,0.398807
E11_BzNSN_g16_sbo_neutral_BFremaing_p1025,1.334933665,-2.515066335,CCN1CN(C)c2c1c(C(C)C)c1nsnc1c2/[NH+]=C(\C)[O-],1.17463,0.697126
E11_BzNSN_g16_sbo_neutral_BFremaing_p1027,1.056253296,-2.793746704,CC(C)N(C)c1c2c(cc3nsnc13)N(C(C)C)CN2C,1.215177,0.751157
E11_BzNSN_g16_sbo_neutral_BFremaing_p1028,1.229232535,-2.620767465,CCCN1CN(C)c2c1c(C)c1nsnc1c2/[NH+]=C(\C)[O-],0.922639,0.515622
E11_BzNSN_g16_sbo_neutral_BFremaing_p1029,1.143389449,-2.706610551,CCN1CN(CCOC)c2cc3nsnc3c(C)c21,0.737035,0.368611
E11_BzNSN_g16_sbo_neutral_BFremaing_p1030,1.255978227,-2.594021773,CCCC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)N(C)CN2C,1.465331,1.052142
E11_BzNSN_g16_sbo_neutral_BFremaing_p1031,1.068465593,-2.781534407,CCN(C)CCN1CN(CC(C)C)c2cc3nsnc3cc21,1.027462,0.625938
E11_BzNSN_g16_sbo_neutral_BFremaing_p1032,1.257657146,-2.592342854,CCN1c2cc3nsnc3c(/[NH+]=C(\C)[O-])c2N(C)C1OC,1.063256,0.706684
E11_BzNSN_g16_sbo_neutral_BFremaing_p1033,1.109764816,-2.740235184,CCCN1CN(CC(C)C)c2cc3nsnc3c(OC)c21,1.070202,0.667108
E11_BzNSN_g16_sbo_neutral_BFremaing_p1034,1.215103495,-2.634896505,CCCOCCN1CN(C)c2c1cc1nsnc1c2OC,0.796809,0.381397
E11_BzNSN_g16_sbo_neutral_BFremaing_p1035,1.122321877,-2.727678123,Cc1c2c(cc3nsnc13)N(CC(C)C)CN2CC(C)C,0.973621,0.548558
E11_BzNSN_g16_sbo_neutral_BFremaing_p1036,1.15335575,-2.69664425,CCCOc1c2c(cc3nsnc13)N(C)CN2C(C)C,0.983662,0.609238
E11_BzNSN_g16_sbo_neutral_BFremaing_p1037,1.180087836,-2.669912164,CCCN1CN(C)c2cc3nsnc3c(OC(C)CC)c21,0.952192,0.694362
E11_BzNSN_g16_sbo_neutral_BFremaing_p1038,1.205288488,-2.644711512,CCN1CN(C)c2c1cc1nsnc1c2/[NH+]=C(/[O-])CC(C)C,1.4384,1.128925
E11_BzNSN_g16_sbo_neutral_BFremaing_p1040,1.244924847,-2.605075153,CCC(C)c1c2c(cc3nsnc13)N(C)CN2C(C)C,1.290414,0.865652
E11_BzNSN_g16_sbo_neutral_BFremaing_p1041,1.119501456,-2.730498544,CCCN1c2cc3nsnc3cc2N(C)C1OCC(C)C,1.147496,0.819902
E11_BzNSN_g16_sbo_neutral_BFremaing_p1042,1.2788771,-2.5711229,CCC(C)/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)N(C)CN2C,1.466945,1.058096
E11_BzNSN_g16_sbo_neutral_BFremaing_p1043,1.127960268,-2.722039732,CCCCc1c2c(cc3nsnc13)N(C)CN2C,0.729794,0.357311
E11_BzNSN_g16_sbo_neutral_BFremaing_p1044,1.106625483,-2.743374517,CCC(C)N1c2cc3nsnc3cc2N(C)C1OC(C)C,1.073495,0.704461
E11_BzNSN_g16_sbo_neutral_BFremaing_p1046,1.122427727,-2.727572273,CCCN1CN(C)c2c1c(C(C)CC)c1nsnc1c2C,1.283959,0.88638
E11_BzNSN_g16_sbo_neutral_BFremaing_p1047,1.138980451,-2.711019549,COCCN1CN(C)c2cc3nsnc3cc21,0.628238,0.254226
E11_BzNSN_g16_sbo_neutral_BFremaing_p1049,1.247030162,-2.602969838,CCOc1c2c(c(OCC)c3nsnc13)N(C)CN2C,0.772336,0.481533
E11_BzNSN_g16_sbo_neutral_BFremaing_p1051,1.257326804,-2.592673196,CCN1CN(C(C)C)c2c1c(C)c1nsnc1c2/[NH+]=C(\C)[O-],1.196094,0.747895
E11_BzNSN_g16_sbo_neutral_BFremaing_p1052,1.287395775,-2.562604225,CC(=O)Oc1c2c(cc3nsnc13)N(CC(C)C)CN2C,0.966484,0.668765
E11_BzNSN_g16_sbo_neutral_BFremaing_p1053,1.071748056,-2.778251944,CCCc1c2c(cc3nsnc13)N(C)CN2C(C)CC,1.129393,0.766291
E11_BzNSN_g16_sbo_neutral_BFremaing_p1054,1.095850744,-2.754149256,CCCCc1c2c(cc3nsnc13)N(C)CN2CCC,1.195236,0.843771
E11_BzNSN_g16_sbo_neutral_BFremaing_p1055,1.199120298,-2.650879702,CCN1CN(C)c2c1c(C)c1nsnc1c2OC,0.692715,0.309229
E11_BzNSN_g16_sbo_neutral_BFremaing_p1056,1.188878894,-2.661121106,CCN1CN(C)c2c1c(C)c1nsnc1c2OC(C)C,0.907118,0.5267
E11_BzNSN_g16_sbo_neutral_BFremaing_p1057,1.121069082,-2.728930918,CCCN1CN(C(C)CC)c2c1cc1nsnc1c2OCC,1.188548,0.747265
E11_BzNSN_g16_sbo_neutral_BFremaing_p1058,1.168923163,-2.681076837,CCOc1c2c(cc3nsnc13)N(CC)C(OC)N2C,0.908989,0.603604
E11_BzNSN_g16_sbo_neutral_BFremaing_p1060,1.230496758,-2.619503242,CCC(=O)Oc1c2c(cc3nsnc13)N(C(C)C)CN2C,0.930329,0.623055
E11_BzNSN_g16_sbo_neutral_BFremaing_p1061,1.284022428,-2.565977572,CC(=O)Oc1c2c(cc3nsnc13)N(C)CN2C,0.589775,0.452881
E11_BzNSN_g16_sbo_neutral_BFremaing_p1062,1.076457192,-2.773542808,CCCN1c2cc3nsnc3c(C)c2N(C)C1OC(C)C,1.036484,0.685751
E11_BzNSN_g16_sbo_neutral_BFremaing_p1063,1.26574752,-2.58425248,CCOC1N(CC)c2cc3nsnc3c(C)c2N1C(C)CC,1.383354,0.942048
E11_BzNSN_g16_sbo_neutral_BFremaing_p1064,1.145153266,-2.704846734,Cc1c2c(cc3nsnc13)N(CCOC(C)C)CN2C,1.193609,0.801049
E11_BzNSN_g16_sbo_neutral_BFremaing_p1065,1.13657908,-2.71342092,COc1c2c(cc3nsnc13)N(C)CN2CCOC(C)C,1.390037,1.109246
E11_BzNSN_g16_sbo_neutral_BFremaing_p1066,1.13912086,-2.71087914,CCCN1c2c(cc3nsnc3c2C)N(CC)C1OC,1.071898,0.728567
E11_BzNSN_g16_sbo_neutral_BFremaing_p1067,1.229098929,-2.620901071,C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC(C)C)CN2C,0.979828,0.561944
E11_BzNSN_g16_sbo_neutral_BFremaing_p1068,1.087118734,-2.762881266,CCCCc1c2c(c(C)c3nsnc13)N(C)CN2CCCC,0.925152,0.536519
E11_BzNSN_g16_sbo_neutral_BFremaing_p1069,1.286884481,-2.563115519,CCCC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C)CN2C,1.172522,0.938951
E11_BzNSN_g16_sbo_neutral_BFremaing_p1070,1.056276426,-2.793723574,CCC(C)N1CN(CC(C)C)c2c1cc1nsnc1c2OC,1.074132,0.652892
E11_BzNSN_g16_sbo_neutral_BFremaing_p1071,1.189112092,-2.660887908,COc1c2c(cc3nsnc13)N(C)C(OC(C)C)N2C,0.974872,0.645001
E11_BzNSN_g16_sbo_neutral_BFremaing_p1072,1.19529171,-2.65470829,CCN1CN(CC)c2c1cc1nsnc1c2C(C)C,1.103486,0.708001
E11_BzNSN_g16_sbo_neutral_BFremaing_p1073,1.108101136,-2.741898864,CC(C)N1CN(C)c2cc3nsnc3cc21,0.870816,0.457831
E11_BzNSN_g16_sbo_neutral_BFremaing_p1074,1.283653447,-2.566346553,CC/C([O-])=[N+](/CC)c1c2c(cc3nsnc13)N(CC)CN2C,1.558182,1.04
E11_BzNSN_g16_sbo_neutral_BFremaing_p1075,1.148561716,-2.701438284,CCCOc1c2c(cc3nsnc13)N(CCC)CN2C,0.704073,0.314575
E11_BzNSN_g16_sbo_neutral_BFremaing_p1076,1.053494917,-2.796505083,CCC(C)N1CN(C)c2cc3nsnc3c(N(C)C)c21,1.211249,0.725427
E11_BzNSN_g16_sbo_neutral_BFremaing_p1077,1.10086437,-2.74913563,CCN1CN(C)c2cc3nsnc3c(N(CC)CC(C)C)c21,1.382917,0.924663
E11_BzNSN_g16_sbo_neutral_BFremaing_p1078,1.07170724,-2.77829276,CCCc1c2c(c(C)c3nsnc13)N(C(C)C)CN2CC,0.977904,0.583712
E11_BzNSN_g16_sbo_neutral_BFremaing_p1079,1.04415583,-2.80584417,CCC(C)N1CN(C(C)CC)c2c1cc1nsnc1c2OC,1.317097,0.871283
E11_BzNSN_g16_sbo_neutral_BFremaing_p1080,1.264649284,-2.585350716,Cc1c2c(c(/[NH+]=C(/[O-])C(C)C)c3nsnc13)N(C)CN2C,1.178033,0.83175
