SMILES,Ered(V)
CCOc1c(C)cc2nsnc2c1OC,1.62
CCOc1cc2nsnc2c2c1OCC2,1.43
Cc1cc2nsnc2cc1C(C)C,1.58
Cc1cc2nsnc2c2c1CCCCO2,1.44
CC1CCc2cc(N(C)C)c3nsnc3c21,1.35
CCc1c(OC)c(C)cc2nsnc12,1.55
CCC(C)OCCc1c2c(cc3nsnc13)OCCO2,1.53
CCC(C)Oc1c2c(cc3nsnc13)OCC2,1.52
CCc1cc(C)c2nsnc2c1/[NH+]=C(\C)[O-],1.66
CCCCN1CN(C(C)C)c2cc3nsnc3c(C)c21,1.06
CCCNc1ccc(OCCC)c2nsnc12,1.49
CCCCOc1c2c(cc3nsnc13)N(CC)CN2C,1.04
CCNc1cc(OC)c(NC)c2nsnc12,1.39
CCCN1CCN(CCC)c2c1cc1nsnc1c2OC,1.13
COCC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)C1CCC2C1,1.63
CCc1ccc(OC)c2nsnc12,1.55
CC(C)CNc1c(C(C)C)ccc2nsnc12,1.7
Cc1cc2c(c3nsnc13)[NH+]=C([O-])CC2(C)C,1.71
CCc1cc2nsnc2c2c1CC(C)N2,1.5
CCC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)OCCO2,1.66
CCC(C)Oc1cc2nsnc2cc1OC,1.42
CCc1c(C)cc2nsnc2c1C,1.5
CC1CNc2c1c1c(c3nsnc23)CCC1,1.48
Cc1cc2nsnc2c(C)c1N(C)C,1.51
COc1cc2nsnc2c2c1OCC2OC,1.5
CCCN(C)c1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,1.32
COc1c2c(c(OC)c3nsnc13)CCC2,1.57
CC/[N+](=C(/C)[O-])c1c2c(c(NC)c3nsnc13)C1CCC2C1,1.54
Cc1cc2nsnc2c2c1OCC(C)C2,1.4
CCCOc1c2c(c(C(C)CC)c3nsnc13)C1CCC2CC1,1.44
CCCN1CCOc2c1ccc1nsnc21,1.44
c1c2c(cc3nsnc13)OCCCC2,1.62
CCCCc1cc(OC(C)C)c2nsnc2c1,1.6
CCC1CN(C(C)C)c2cc3nsnc3cc21,1.42
CC/[N+](=C(/C)[O-])c1c2c(c(C)c3nsnc13)C1CCC2CC1,1.59
CCCc1c2c(cc3nsnc13)CC(CC)O2,1.39
CCCCc1c2c(cc3nsnc13)OCC2C,1.4
CCCOCCNc1c2c(cc3nsnc13)C1CCC2C1,1.38
CCC(C)c1c2c(cc3nsnc13)N(CC)CN2CC,1.16
COCCN1CCN(C(C)C)c2cc3nsnc3c(C)c21,1.23
CCc1c2c(c(OC)c3nsnc13)OCC2,1.47
Cc1ccc(CCN(C)C)c2nsnc12,1.59
CCOCC/C([O-])=[NH+]\c1cccc2nsnc12,1.82
Cc1cc2nsnc2c2c1C(C)CC([O-])=[NH+]2,1.69
CCC(C)Oc1cc(C(C)C)cc2nsnc12,1.63
CCc1c2c(cc3nsnc13)C(C)(C)CO2,1.46
C/C([O-])=[N+](/C)c1c2c(cc3nsnc13)C1CCC2CC1,1.66
CCC(C)c1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,1.35
CCCCc1ccc2nsnc2c1OCCC,1.66
CN(C)CCc1c2c(cc3nsnc13)N(C)CN2C,1.18
CCCOc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.48
COc1c2c(c3nsnc3c1C)C(C)CO2,1.48
Cc1c2c(cc3nsnc13)N(C)CC2C,1.29
Cc1c2c(c(NC(C)C)c3nsnc13)C1CCC2CC1,1.4
Cc1cc2nsnc2c2c1N(C)CCC2C,1.42
CC(C)Cc1cc2c(c3nsnc13)NCC2,1.49
CCCc1c2c(cc3nsnc13)N(CC)CCN2C,1.32
CCOCCc1c2c(c(CC)c3nsnc13)C1CCC2C1,1.28
CCC(C)c1c2c(cc3nsnc13)CCC2C,1.37
CCCCc1c2c(c(C)c3nsnc13)OCCO2,1.42
C1Cc2c3c(c4nsnc4c2C1)CCCO3,1.42
COc1c(C)c(C)c2nsnc2c1OC,1.58
CCc1c(C(C)C)c(OC)cc2nsnc12,1.51
Cc1ccc(C(C)C)c2nsnc12,1.53
COc1c2c(c(C)c3nsnc13)OC(C)C2,1.46
COC1N(C)c2cc3nsnc3cc2N1C(C)C,1.15
CC(C)COc1cc2nsnc2c2c1CCO2,1.46
CCc1cc(C)c2nsnc2c1,1.57
COCCN(C)c1cc(C)c2nsnc2c1,1.4
CCCN1CCN(C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.39
CCC(C)N1CCN(CC)c2c1c(C)c1nsnc1c2C,1.32
CCNc1c2c(c(OC(C)C)c3nsnc13)C1CCC2C1,1.57
CC(C)COc1cc2c(c3nsnc13)CCC2,1.5
CCCc1ccc2nsnc2c1NC,1.49
CCc1c(C)c(OC)c(NC)c2nsnc12,1.45
CNc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)OCCO2,1.55
COc1c(OCC(C)C)ccc2nsnc12,1.7
CCOc1c(C)c(CC)c(C)c2nsnc12,1.51
CC(C)c1cc2nsnc2c2c1N(C)CCN2,1.58
CCCCC1Oc2cc3nsnc3cc2OC1C,1.66
CCc1c(OC)c(NC)c2nsnc2c1C,1.47
CNc1c(N(C)C)cc(C)c2nsnc12,1.28
CC(C)COCCOc1ccc2nsnc2c1,1.67
COC1CN(C)c2cc3nsnc3c(C)c21,1.38
CCc1cc(C(C)C)c(C)c2nsnc12,1.48
C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C,1.47
COc1c2c(c(C(C)C)c3nsnc13)OCC(C)O2,1.46
CCc1ccc2nsnc2c1OC,1.63
CCOc1c2c(cc3nsnc13)OCCO2,1.56
CCCc1c(OC)cc(OC)c2nsnc12,1.53
Cc1c2c(cc3nsnc13)N(C)CCN2CCOC(C)C,1.28
CCCNc1c2c(cc3nsnc13)CCO2,1.46
CCCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,1.33
CCCOCCN1CN(C)c2cc3nsnc3cc21,1.16
CCN1CCN(C)c2cc3nsnc3c(NCC(C)C)c21,1.28
CNc1c2c(c(N(C)C(C)C)c3nsnc13)C1CCC2C1,1.3
CCC/C([O-])=[NH+]\c1ccc(OC)c2nsnc12,1.68
CC(C)Nc1c(N(C)C)ccc2nsnc12,1.5
CC1COc2c3c(c4nsnc4c2C1)CCC3,1.47
CC(C)COc1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,1.42
CC(C)/C([O-])=[N+](/C)c1cccc2nsnc12,1.65
CCN1CN(CC(C)C)c2c1cc1nsnc1c2OC,1.1
CCCN(C)c1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.42
CCC(C)N1CN(C)c2c1cc1nsnc1c2OC,1.06
CCNc1c2c(cc3nsnc13)CCO2,1.41
Cc1cc2nsnc2c2c1OC(C)C(C)O2,1.42
C[N+]1=C([O-])CCCc2ccc3nsnc3c21,1.77
CCCNc1cc(OCC)cc2nsnc12,1.37
CCOc1c2c(c3nsnc3c1C)OCC2,1.57
COCCOCCOc1c2c(cc3nsnc13)C1CCC2CC1,1.6
CCCNc1c2c(c(CC(C)C)c3nsnc13)C1CCC2C1,1.21
CCCc1cc(OC)c2nsnc2c1NC,1.49
CCOCCN(C)c1c2c(cc3nsnc13)C1CCC2C1,1.52
CCCc1cc(NC)c2nsnc2c1C,1.42
COCCc1c2c(cc3nsnc13)N(C)CN2C,1.16
COc1c2c(cc3nsnc13)C(C)CO2,1.54
Cc1c2c(c(C)c3nsnc13)CCC2,1.43
CNc1c(C)c2c(c3nsnc13)OCC2,1.5
CN1CCOc2c(ccc3nsnc23)CC1,1.61
CCN(c1c2c(c(NC)c3nsnc13)C1CCC2C1)C(C)C,1.33
CCc1c(OC(C)C)ccc2nsnc12,1.55
CCNc1c2c(c(OC(C)CC)c3nsnc13)C1CCC2C1,1.38
CCC1COc2cc3nsnc3c(OC)c2O1,1.56
COc1c2c(c(C)c3nsnc13)C1CCC2C1,1.44
CC(C)c1cc2c(c3nsnc13)CCC2,1.51
CCCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)CC,1.39
CC(C)Cc1cc(OC(C)C)cc2nsnc12,1.48
COC1N(C)c2cc3nsnc3cc2N1C,1.16
CCC(C)N1CCN(CCOC)c2cc3nsnc3cc21,1.12
CCCc1cc2nsnc2c2c1OCCN2,1.45
CCCCN1CCN(C)c2c1cc1nsnc1c2CC,1.26
CCC(C)C1Oc2cc3nsnc3cc2OC1CC,1.53
CCCCNc1c2c(c(C)c3nsnc13)N(C)CCN2C,1.32
COc1c2c(c(CC(C)C)c3nsnc13)C1CCC2CC1,1.46
CCCCC1COc2cc3nsnc3c(NC)c2O1,1.43
COCCOc1ccc2nsnc2c1C,1.59
CCNc1c2c(cc3nsnc13)C(C)CCO2,1.46
CCc1c(C)c(C)c2nsnc2c1OC,1.51
CCCN(C)c1ccc2nsnc2c1CC,1.5
CCNc1cccc2nsnc12,1.52
CC1CCc2c(c3c(c4nsnc24)OCC3)O1,1.48
COc1c(C)c(N(C)C)cc2nsnc12,1.52
CN(C)c1cc2nsnc2c2c1OCCO2,1.41
Cc1cc2c(c3nsnc13)OCC2C,1.59
CC1COc2c(C(C)C)cc3nsnc3c2O1,1.51
CCc1cc2c(c3nsnc13)N(CC)CCO2,1.45
CC1CCOc2c3c(c4nsnc4c21)NCC3,1.38
CCCN(CC)c1cccc2nsnc12,1.66
CCc1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.47
Cc1c2c(c(C)c3nsnc13)N(C)CCO2,1.41
CCCCOC1N(C)c2cc3nsnc3cc2N1C,1.15
COCCc1cc2nsnc2cc1N(C)C,1.55
CCCCOc1ccc2nsnc2c1C,1.57
CCCNc1c2c(c(OCCC)c3nsnc13)C1CCC2CC1,1.46
C1Cc2c3c(c4nsnc4c2C1)NCC3,1.46
CCC(C)N(C)CCc1c2c(cc3nsnc13)C1CCC2C1,1.41
CCCN(CC)c1c2c(c(OC)c3nsnc13)C1CCC2C1,1.35
COc1cc(N(C)C)c2nsnc2c1,1.49
CCCNc1c2c(c(NC)c3nsnc13)C1CCC2CC1,1.36
CC(C)N1CCN(C)c2c1cc1nsnc1c2N(C)C,1.26
CCOc1cc2nsnc2c(OCC)c1C,1.48
CCOc1cc(C)c2nsnc2c1CC,1.5
CCCCOc1c2c(cc3nsnc13)N(C)CCN2CC,1.26
CCN(CC(C)C)c1cccc2nsnc12,1.54
CNc1cc2c(c3nsnc13)OCCN2C,1.36
CCCc1c2c(cc3nsnc13)N(C)CN2C(C)C,1.07
CCc1cc2nsnc2c2c1OCCC2,1.46
CC(C)N(C)CCc1cccc2nsnc12,1.62
CCC(C)Nc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.34
COc1c2c(cc3nsnc13)N(C(C)C)CN2C,1.16
CCOc1c(C)cc2nsnc2c1OCC,1.61
CNc1c2c(c(/[NH+]=C(/[O-])C(C)C)c3nsnc13)C1CCC2C1,1.5
CCCNc1c(CC)ccc2nsnc12,1.49
Cc1c(N(C)C)ccc2nsnc12,1.56
CC1COc2c(c3c(c4nsnc24)OCC3)O1,1.54
COc1cc2nsnc2c2c1C(C)CO2,1.52
COCCOc1c2c(c(OC)c3nsnc13)C1CCC2C1,1.53
COc1cc2c(c3nsnc13)C(C)CCO2,1.44
CCCCOc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.48
CC(C)Oc1c(C(C)C)ccc2nsnc12,1.6
CC(C)c1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.41
CNc1cc(OC)c(C)c2nsnc12,1.39
COc1c2c(c(C)c3nsnc13)CC(C)C2,1.49
CCCCN1CCN(C)c2cc3nsnc3cc21,1.15
COCCNc1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,1.36
Cc1cc(N(C)C)c(N(C)C)c2nsnc12,1.46
c1c2c(cc3nsnc13)OCCC2,1.58
CCCOc1cc2nsnc2c2c1OCC2,1.56
CCN(CC)c1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,1.41
CCCCN1CCN(CCOC)c2cc3nsnc3cc21,1.16
CCN1CCNc2c1cc(C)c1nsnc21,1.35
COc1c(C(C)C)cc2nsnc2c1OC,1.63
CCOc1cc(CC)c2nsnc2c1OC,1.62
CCN1CCN(CC)c2c1c(C)c1nsnc1c2OC,1.35
COc1c(OC(C)C)cc2nsnc2c1C,1.57
CC(C)N1c2cc3nsnc3cc2CCC1C,1.37
CCCCc1c2c(cc3nsnc13)CCC2C,1.48
CCc1c2c(cc3nsnc13)C1CCC2C1,1.42
CCCc1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,1.34
CC(C)COc1cc2nsnc2c2c1CCN2,1.42
CCOc1c(C)c(C)c(NC)c2nsnc12,1.47
CCOc1c2c(cc3nsnc13)N(C)CN2C,1.2
CCC(C)c1c2c(cc3nsnc13)N(CC)CN2C,1.17
CCOc1c2c(c(OCC)c3nsnc13)OCCO2,1.57
CC1CCc2c3c(c4nsnc4c21)C(C)CO3,1.48
CC1COc2c(ccc3nsnc23)O1,1.58
CCCCC1Oc2cc3nsnc3cc2OC1CC,1.54
CC(C)Oc1cc2nsnc2cc1N(C)C,1.53
CCCOc1c(OCC)ccc2nsnc12,1.69
COc1cc2c(c3nsnc13)OCCO2,1.52
CCCc1c2c(cc3nsnc13)N(C(C)C)CN2C,1.07
CN1CC(C)(C)c2ccc3nsnc3c21,1.52
COc1cc2nsnc2c(C(C)C)c1OC,1.45
CCN(CC)c1cc(C)cc2nsnc12,1.57
CC(C)N1CCCc2c1ccc1nsnc21,1.43
CCCc1c2c(c(CCOCC)c3nsnc13)C1CCC2C1,1.35
CCCCc1cc(C(C)C)cc2nsnc12,1.55
Cc1c2c(cc3nsnc13)OCCOC2,1.6
CNc1c2c(c(N(C)CCOC)c3nsnc13)C1CCC2CC1,1.33
CCOc1c2c(c(OC(C)CC)c3nsnc13)C1CCC2CC1,1.51
COc1c2c(cc3nsnc13)C1CCC2C1,1.5
CCCc1c2c(cc3nsnc13)CC(C)O2,1.44
Cc1cc2nsnc2c(C)c1N(C)C(C)C,1.53
CC1Oc2c(c3c(c4nsnc24)CCO3)C1C,1.52
CCc1c(C)c2c(c3nsnc13)OCC2,1.52
CCCN(C)c1cccc2nsnc12,1.54
COCCOc1cc2nsnc2cc1C,1.49
CCCCN(c1cccc2nsnc12)C(C)C,1.59
COc1c2c(c3nsnc3c1C)N(C)CC2,1.47
CC(C)Cc1c2c(cc3nsnc13)OCC2C,1.45
CC1Cc2cc3nsnc3cc2N(C)C1,1.38
CCCCc1ccc(OC(C)C)c2nsnc12,1.62
CCC(C)c1c2c(cc3nsnc13)N(C)CN2CC,1.06
CNc1c(N(C)C)cc(C)c2nsnc12,1.47
CCN1CN(C)c2c1cc1nsnc1c2N(C)C,1.07
CCN(C)CCOc1ccc2nsnc2c1,1.57
CCC(C)c1c2c(c(NC(C)C)c3nsnc13)C1CCC2CC1,1.32
Cc1c2c(cc3nsnc13)COCC2,1.6
CCCCOCCc1cccc2nsnc12,1.65
Cc1c(C)c(C)c2nsnc2c1C,1.41
CCCNc1c2c(cc3nsnc13)CCO2,1.43
CCc1cc2c(c3nsnc13)N(C)C(C)C2,1.47
CN(C)c1c2c(cc3nsnc13)OCCO2,1.47
CCNc1c2c(c(CC)c3nsnc13)N(C)CN2C,1.3
CCC(C)Oc1cc(OC)c2nsnc2c1,1.47
CCCOc1c2c(cc3nsnc13)C1CCC2CC1,1.43
CCCNc1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,1.29
CCCN1CCN(CCC)c2cc3nsnc3cc21,1.14
CN(C)c1c2c(cc3nsnc13)C1CCC2CC1,1.48
CCC1Oc2cc3nsnc3c(OC)c2OC1C,1.55
CCCNc1c2c(cc3nsnc13)CC(C)C2,1.42
COc1cc2nsnc2c(C)c1C(C)C,1.43
CNc1cc2c(c3nsnc13)N(C)CCO2,1.39
COC1N(C(C)C)c2cc3nsnc3cc2N1C(C)C,1.2
CCOc1c2c(cc3nsnc13)C(C)(C)CO2,1.53
CCNc1c2c(cc3nsnc13)C(C)CC2,1.43
Cc1ccc(CCN(C)C)c2nsnc12,1.59
Cc1c2c(cc3nsnc13)OCCN(C)C2,1.6
CNc1cc2c(c3nsnc13)OCC(C)O2,1.44
CCN(C)CCNc1cccc2nsnc12,1.51
CCN1CCN(C)c2c1c(C(C)C)c1nsnc1c2C,1.26
CCCOc1ccc2nsnc2c1,1.65
CCCOc1ccc(C(C)CC)c2nsnc12,1.53
CCOc1cc(NC)c2nsnc2c1OC,1.46
CCCC1COc2cc3nsnc3c(CC(C)C)c2O1,1.47
Cc1cc2nsnc2c2c1CCCO2,1.5
CCN(CC)c1ccc2nsnc2c1C,1.54
Cc1c2c(cc3nsnc13)CC(C)O2,1.45
CCN(CC)c1ccc2nsnc2c1OC,1.53
CCOc1c(CC)cc2nsnc2c1C,1.56
CCCNc1c2c(c(OCC)c3nsnc13)C1CCC2C1,1.4
CC(C)CN1CCN(C)c2cc3nsnc3cc21,1.15
CCCN1CN(C)c2cc3nsnc3c(N(C)C)c21,1.09
COc1c2c(cc3nsnc13)OC(C)C(C)O2,1.55
CNc1c2c(cc3nsnc13)C(C)(C)CO2,1.43
CCC(C)c1c2c(c(C)c3nsnc13)C1CCC2CC1,1.33
CC(C)COc1c2c(cc3nsnc13)N(C)CN2C,1.2
CCOCCN(C)c1cccc2nsnc12,1.53
CN(C)CCc1c2c(cc3nsnc13)N(C)CCN2C,1.19
Cc1cc2nsnc2c2c1CCC2,1.51
CCOc1c2c(cc3nsnc13)N(C)CCN2C(C)CC,1.25
CCCOc1cc2nsnc2cc1CCC,1.46
CCC(C)N(CC)c1ccc2nsnc2c1,1.42
CC1CNc2c1c1c(c3nsnc23)CCC1,1.47
CCc1c2c(cc3nsnc13)C(C)CC2,1.48
CC1COc2c1c(N(C)C)cc1nsnc21,1.5
CCN1CCOc2cc(C)c3nsnc3c21,1.42
CCC(C)c1cc2c(c3nsnc13)CC(C)C2,1.51
CNc1c(C)c(C(C)C)cc2nsnc12,1.51
CCCOc1cc(CC)c2nsnc2c1,1.49
COCCN(C)c1c2c(cc3nsnc13)C1CCC2C1,1.46
CCCN1CCOc2ccc3nsnc3c21,1.47
CCCOc1c(OC)c(C)cc2nsnc12,1.61
Cc1c2c(c(C)c3nsnc13)OC(CC(C)C)CO2,1.41
CCOc1c2c(cc3nsnc13)N(CC(C)C)CN2C,1.1
CCc1c2c(cc3nsnc13)OC(C(C)C)CO2,1.47
Cc1c2c(cc3nsnc13)N(C)C(C)C2,1.29
CCOc1cc(C)c(OCC)c2nsnc12,1.48
COc1cc2c(c3nsnc13)C(C)(C)CO2,1.49
COc1cc2nsnc2c2c1C(C)CN2,1.43
CCNc1c2c(c(NC)c3nsnc13)OCCO2,1.38
CCC1Cc2c3c(c4nsnc4c2N1)CCC3,1.46
CCCCN1CCN(C(C)C)c2cc3nsnc3c(C)c21,1.23
CCc1c2c(c(NCC(C)C)c3nsnc13)C1CCC2CC1,1.36
CCCCc1c2c(c(NCC)c3nsnc13)C1CCC2C1,1.33
COc1c(C)c(C)cc2nsnc12,1.57
CCCN(C)c1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,1.29
COCCOc1cc2nsnc2cc1OC,1.55
CCc1cc(OCC(C)C)c2nsnc2c1,1.53
COc1cc(N(C)C)c2nsnc2c1OC,1.51
CCc1c2c(cc3nsnc13)COCCO2,1.63
CCOc1cc(CCOC)c2nsnc2c1,1.51
CCNc1c2c(cc3nsnc13)COCC2,1.53
CCC(C)c1c2c(cc3nsnc13)CCC2C,1.46
CCOc1c2c(c(N(CC)CC)c3nsnc13)C1CCC2C1,1.35
CC1CCc2c3c(c4nsnc4c2O1)CCO3,1.45
CC(C)c1c2c(cc3nsnc13)OC(C(C)C)CO2,1.45
CC(C)c1ccc2nsnc2c1,1.63
CCc1c2c(c3nsnc3c1C)OCC2,1.53
CCNc1cc2c(c3nsnc13)N(C)CCO2,1.38
c1c2c(cc3nsnc13)OCCOCCC2,1.64
CCc1cc(C)c2nsnc2c1N(C)CC,1.52
CCCCc1c(C)ccc2nsnc12,1.58
CCc1c(C)c(OC)c2nsnc2c1C,1.52
CCCN1CCN(C(C)CC)c2cc3nsnc3cc21,1.12
CCOc1c2c(c(OCC)c3nsnc13)C1CCC2C1,1.5
CCCNc1c2c(c(OCCC)c3nsnc13)C1CCC2C1,1.4
CCc1c(OC)c(N(C)C)cc2nsnc12,1.45
CCCCc1ccc2nsnc2c1CC,1.57
Cc1c(N(C)C)c(N(C)C)cc2nsnc12,1.38
CCOCCNc1c2c(c(OC)c3nsnc13)C1CCC2C1,1.42
Cc1c2c(c(OCC(C)C)c3nsnc13)C1CCC2C1,1.43
COc1c(C)c2c(c3nsnc13)CC(C)O2,1.52
CCCOc1ccc(OC(C)C)c2nsnc12,1.61
CCC(C)Nc1c2c(cc3nsnc13)OCCO2,1.49
CC/C([O-])=[N+](\c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,1.59
CCN1CN(CC(C)C)c2c1cc1nsnc1c2C,1.1
CCCCc1c2c(c(CC)c3nsnc13)OCCO2,1.4
COC1CN(C)c2c1ccc1nsnc21,1.57
COc1c(C)cc(C)c2nsnc12,1.48
CCCCc1cc(OC(C)C)c2nsnc2c1,1.64
CCc1cc(NC)c2nsnc2c1OC,1.49
CCCc1cc2nsnc2cc1OC(C)C,1.5
CCCCc1c2c(c(NC)c3nsnc13)OCCO2,1.37
CCCN1CCN(C)c2cc3nsnc3c(NC(C)C)c21,1.18
CNc1cc(N(C)C)c(OC)c2nsnc12,1.44
CCNc1c2c(cc3nsnc13)C1CCC2CC1,1.42
CC1CCc2c1c1c(c3nsnc23)NCC1C,1.48
CCC(C)Nc1cccc2nsnc12,1.5
CCc1c2c(c(N(CC)CC)c3nsnc13)C1CCC2C1,1.33
CCOc1cc2nsnc2cc1C(C)C,1.49
COc1cc(OC(C)C)c(C)c2nsnc12,1.53
CN1CCOc2c3c(c4nsnc4c21)CCO3,1.38
CNc1c2c(cc3nsnc13)CC(C)N2C,1.28
CCc1cc(C)c2nsnc2c1,1.57
Cc1c2c(cc3nsnc13)N(C)CCN2C,1.29
CCOc1cc2c(c3nsnc13)OC(CC)C2,1.65
CCNc1c2c(c(C(C)CC)c3nsnc13)C1CCC2CC1,1.41
CCCN(CC)c1ccc2nsnc2c1C,1.53
CCc1c2c(c(CC)c3nsnc13)OCC2,1.38
CCN(C)c1c(C(C)C)ccc2nsnc12,1.57
CCCc1c(C)cc2nsnc2c1OCC,1.57
CCOc1cc(CC)c(C)c2nsnc12,1.62
CC1CCOc2cc3nsnc3cc21,1.58
CCN1CCc2cc3nsnc3c(C)c21,1.3
COc1cc2c(c3nsnc13)N(C)CCC2,1.45
CC1Cc2c(c3c(c4nsnc24)OCCC3)O1,1.45
CCC1CN(C)c2ccc3nsnc3c21,1.5
CC(C)c1cc2nsnc2c2c1CCO2,1.58
CCc1cc2nsnc2c2c1OCC(CC)O2,1.5
CCN(c1c2c(cc3nsnc13)C1CCC2CC1)C(C)C,1.43
CCCN1CCN(C)c2cc3nsnc3cc21,1.15
CCCOCCc1c2c(cc3nsnc13)C1CCC2CC1,1.46
COc1cc(N(C)C(C)C)cc2nsnc12,1.38
CCC1Oc2ccc3nsnc3c2OC1C,1.57
CCc1c2c(cc3nsnc13)N(C)CCO2,1.3
CCCOc1c2c(cc3nsnc13)N(C)CCN2C,1.35
CC1CN(C(C)C)c2cc3nsnc3cc21,1.32
CCCc1cc(OC)c(NC)c2nsnc12,1.47
CCc1c(OC)c(NC)c2nsnc2c1C,1.45
CCc1cc2nsnc2c(N(C)C)c1OC,1.52
CCCc1cc2nsnc2c2c1OCC2,1.53
CCC(C)Oc1cc(OC)cc2nsnc12,1.56
CCC(C)c1ccc(C(C)C)c2nsnc12,1.49
Cc1c2c(c3nsnc3c1C)OCC2C,1.53
Cc1c2c(cc3nsnc13)CCCC2,1.52
CCc1cc(C)c2nsnc2c1NC,1.46
CN(C)c1c2c(cc3nsnc13)CCO2,1.45
COc1cc(C)c2nsnc2c1N(C)C,1.58
Cc1ccc(N(C)CC(C)C)c2nsnc12,1.44
c1c2c(cc3nsnc13)C1CCC2CC1,1.52
CCCOCCN(C)c1c2c(cc3nsnc13)C1CCC2C1,1.41
CCC(C)N(C)c1c2c(cc3nsnc13)N(C)CCN2C,1.24
CCC(C)c1c2c(cc3nsnc13)OC(C)CO2,1.45
CCN1CCN(C)c2c1cc1nsnc1c2/[NH+]=C(\C)[O-],1.46
CCOc1cc2nsnc2c(OC)c1OC,1.55
C1COc2c3c(c4nsnc4c2N1)CCO3,1.39
CCCNc1c2c(c(CCC)c3nsnc13)C1CCC2CC1,1.36
CN(C)c1cc2nsnc2c2c1CCCN2,1.4
CNc1c(N(C)C(C)C)ccc2nsnc12,1.53
CCc1c2c(cc3nsnc13)N(C)C(C)C2,1.29
CCOc1c2c(c(CCOC)c3nsnc13)C1CCC2CC1,1.48
COCCN1CCN(C)c2c1cc1nsnc1c2C(C)C,1.28
CCC(C)Nc1c2c(cc3nsnc13)CCC2,1.53
CCN(CC)c1c2c(c(C)c3nsnc13)OCCO2,1.38
CCN1CCN(CC)c2c1cc1nsnc1c2OC(C)C,1.25
CC1CCc2ccc3nsnc3c21,1.58
CCc1ccc(NC)c2nsnc12,1.47
CCCOc1c(CC)c(C)cc2nsnc12,1.57
CC(C)OCCNc1c2c(cc3nsnc13)OCCO2,1.46
CCCCNc1c2c(c(NCC)c3nsnc13)C1CCC2CC1,1.35
Cc1cc2nsnc2c2c1OCC2C,1.51
CNc1c2c(cc3nsnc13)CCCN2C,1.42
CCCc1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.46
CC1COc2c(cc(C(C)C)c3nsnc23)O1,1.51
COc1c(C)c2c(c3nsnc13)CCN2C,1.48
CC(C)Cc1c2c(c(N(C)C)c3nsnc13)C1CCC2C1,1.37
CCN1CN(C)c2c1cc1nsnc1c2CC(C)C,1.08
CCCc1c(C)c(CC)cc2nsnc12,1.49
CCNc1c2c(c(N(C)C)c3nsnc13)OCCO2,1.38
COCCN1CCN(C)c2c1cc1nsnc1c2C,1.3
CC(C)CN1CCN(C)c2cc3nsnc3c(N(C)C)c21,1.25
CCCCc1ccc2nsnc2c1C,1.58
COc1c2c(cc3nsnc13)N(C)C(OC)N2C,1.27
COc1cc2nsnc2cc1C(C)C,1.5
CCCc1cc2c(c3nsnc13)NCCO2,1.45
CCNc1c(C)c(N(C)C)cc2nsnc12,1.46
CCCN1CN(C)c2c1c(C)c1nsnc1c2OC,1.19
C1Cc2c(c3c(c4nsnc24)OCC3)O1,1.54
CC1COc2c(c3c(c4nsnc24)CCO3)O1,1.45
COc1c2c(c(NCC(C)C)c3nsnc13)C1CCC2CC1,1.45
COc1c2c(c(OC)c3nsnc13)C1CCC2C1,1.52
CCOc1c2c(c(OC)c3nsnc13)OC(C)CO2,1.57
Cc1ccc(OCC(C)C)c2nsnc12,1.55
CNc1c(C)cc(N(C)C)c2nsnc12,1.48
CCOc1c(OCC(C)C)ccc2nsnc12,1.69
CCOc1ccc2nsnc2c1CC(C)C,1.55
CCc1c(OC)c(OC)cc2nsnc12,1.46
CCc1c2c(cc3nsnc13)N(C)CC2,1.29
CNc1cc(OC)c(C(C)C)c2nsnc12,1.36
COc1c(C(C)C)cc(C)c2nsnc12,1.69
CCC(C)N1CCc2ccc3nsnc3c21,1.45
CCc1c2c(c(OC)c3nsnc13)CCO2,1.46
CCC(C)c1c2c(cc3nsnc13)C1CCC2C1,1.39
CCCNc1c(C)c(OC)cc2nsnc12,1.39
CN1CCNc2c1ccc1nsnc21,1.44
