batch,Iteration,SMILES,Ered 
initial,0,CCCN(C)c1c2c(c(C)c3nsnc13)OCCO2,-2.54 
initial,1,Cc1c2c(cc3nsnc13)OC(C)C2C,-2.26 
initial,2,CCC(C)Oc1cc(OC)c2nsnc2c1,-2.38 
initial,3,CCOc1cc(N(C)C)c2nsnc2c1,-2.63 
initial,4,CCOc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.75 
initial,5,CC(C)COc1cc2nsnc2c2c1OCC2,-2.48 
initial,6,CCCCN1CCN(C(C)CC)c2cc3nsnc3cc21,-2.80 
initial,7,CCC1Oc2cc3nsnc3c(C)c2OC1CC,-2.52 
initial,8,CCc1c(OC)ccc2nsnc12,-2.27 
initial,9,COc1c2c(cc3nsnc13)OCCN2C,-2.38 
sample,1,CCCN1CCN(CC)c2cc3nsnc3c(N(C)C)c21,-2.64 
sample,2,CCCCN1CN(CCCC)c2cc3nsnc3cc21,-2.72 
sample,3,CCCN1CCN(C(C)CC)c2c1cc1nsnc1c2C,-2.68 
sample,4,CC(C)CN1CN(CC(C)C)c2cc3nsnc3cc21,-2.75 
sample,5,CCCCN1CN(C(C)CC)c2cc3nsnc3cc21,-3.07 
sample,6,CCCN1CCN(C(C)CC)c2cc3nsnc3cc21,-2.73 
sample,7,CCC(C)c1c2c(cc3nsnc13)N(CC)CN2CC,-2.69 
sample,8,CCCCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.78 
sample,9,CCCCN1CCN(C(C)C)c2cc3nsnc3cc21,-2.72 
sample,10,CCC(C)N1CN(C(C)CC)c2cc3nsnc3cc21,-2.79 
sample,11,CCCN1CN(C(C)CC)c2cc3nsnc3cc21,-2.74 
sample,12,CCC(C)N1CCN(CCOC)c2cc3nsnc3cc21,-2.73 
sample,13,CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,-2.68 
sample,14,CCCCN1CN(CCC)c2cc3nsnc3cc21,-2.77 
sample,15,CCCOC1N(C)c2cc3nsnc3cc2N1CCC,-2.73 
sample,16,CCCN1CCN(CCC)c2cc3nsnc3cc21,-2.71 
sample,17,CCCN1CN(C(C)CC)c2cc3nsnc3c(C)c21,-2.72 
sample,18,CCC(C)Nc1c2c(cc3nsnc13)N(CC)CN2C,-2.61 
sample,19,CCCCN1CN(CCOC)c2cc3nsnc3cc21,-2.62 
sample,20,CCCCN1CN(CCC)c2c1cc1nsnc1c2C,-2.85 
sample,21,CCCCN1CN(CCC)c2cc3nsnc3c(C)c21,-2.97 
sample,22,CCCc1c2c(cc3nsnc13)N(CCC)CN2CC,-2.81 
sample,23,CCCCN1CN(C)c2c1cc1nsnc1c2CCC,-2.74 
sample,24,CCCN1CCN(CCC)c2c1cc1nsnc1c2C,-2.60 
sample,25,CCCCN1CN(C(C)C)c2c1cc1nsnc1c2C,-2.84 
sample,26,CCCCN1CN(C(C)C)c2cc3nsnc3c(C)c21,-2.79 
sample,27,CCCc1c2c(cc3nsnc13)N(C(C)C)CN2CC,-2.71 
sample,28,CCc1c2c(cc3nsnc13)N(CC(C)C)CN2CC,-2.65 
sample,29,CCCCN1CCN(CC)c2c1cc1nsnc1c2CC,-2.69 
sample,30,CCCN1CCN(C(C)C)c2c1cc1nsnc1c2CC,-2.47 
sample,31,CCCCN1CN(C(C)C)c2cc3nsnc3cc21,-2.72 
sample,32,CCCCN1CN(CC)c2c1cc1nsnc1c2C,-2.71 
sample,33,CCCCN1CN(CC)c2cc3nsnc3c(C)c21,-2.92 
sample,34,CCCN1CN(CCC)c2c1cc1nsnc1c2C,-2.80 
sample,35,CCC(C)N1CN(CC)c2cc3nsnc3c(C)c21,-2.72 
sample,36,CCc1c2c(cc3nsnc13)N(CC)CN2C(C)C,-2.77 
sample,37,CCCN1CN(C(C)C)c2c1cc1nsnc1c2C,-2.61 
sample,38,CCCN1CCN(CC)c2c1cc1nsnc1c2CC,-2.59 
sample,39,CCCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.73 
sample,40,CCC(C)c1c2c(cc3nsnc13)N(C)CN2CC,-2.79 
sample,41,CCC(C)c1c2c(cc3nsnc13)N(CC)CN2C,-2.68 
sample,42,CCCOC1N(CC)c2cc3nsnc3cc2N1CC,-2.77 
sample,43,CCOC1N(CC)c2cc3nsnc3cc2N1C(C)C,-2.71 
sample,44,CCCN1c2cc3nsnc3cc2N(C)C1OC(C)C,-2.73 
sample,45,CCC(C)N1CN(CC)c2c1cc1nsnc1c2C,-2.72 
sample,46,CCOC1N(C)c2cc3nsnc3cc2N1C(C)CC,-2.74 
sample,47,CCCOC1N(C)c2cc3nsnc3cc2N1C(C)C,-2.75 
sample,48,CCCCN1c2cc3nsnc3cc2N(CC)C1OC,-2.75 
sample,49,CCOC1N(C)c2cc3nsnc3cc2N1CC(C)C,-2.75 
sample,50,CCN1c2cc3nsnc3cc2N(C)C1OCC(C)C,-2.70 
sample,51,CCC(C)N1c2cc3nsnc3cc2N(CC)C1OC,-2.70 
sample,52,CCOc1c2c(cc3nsnc13)N(C)CCN2C(C)CC,-2.60 
sample,53,CCN1c2cc3nsnc3cc2N(CC(C)C)C1OC,-2.89 
sample,54,COC1N(C(C)C)c2cc3nsnc3cc2N1C(C)C,-2.65 
sample,55,CCC(C)N1CN(CC)c2cc3nsnc3c(OC)c21,-2.58 
sample,56,CC(C)OC1N(C)c2cc3nsnc3cc2N1C(C)C,-2.74 
sample,57,CCc1c2c(cc3nsnc13)N(C(C)CC)CN2C,-2.85 
sample,58,CCCN1CCN(C(C)C)c2cc3nsnc3cc21,-2.67 
sample,59,CCc1c2c(c(C)c3nsnc13)N(CC)CN2CC,-2.78 
sample,60,CCCN1CN(CC)c2c1c(C)c1nsnc1c2C,-2.70 
sample,61,CCCc1c2c(cc3nsnc13)N(C)CN2C(C)C,-2.78 
sample,62,CCCc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.78 
sample,63,CCN1CN(CC(C)C)c2c1cc1nsnc1c2C,-2.75 
sample,64,CCCc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.83 
sample,65,CCCN1CCN(C(C)C)c2cc3nsnc3c(C)c21,-2.66 
sample,66,CCCOC1N(C)c2cc3nsnc3cc2N1CC,-2.70 
sample,67,CCCN1CN(CC)c2c1cc1nsnc1c2C,-2.75 
sample,68,CCCN1CN(CC)c2cc3nsnc3c(C)c21,-2.84 
sample,69,CCc1c2c(cc3nsnc13)N(CC)CN2CC,-2.74 
sample,70,CCCCN1CN(C)c2c1cc1nsnc1c2C,-2.66 
sample,71,CCCc1c2c(cc3nsnc13)N(CC)CN2C,-2.77 
sample,72,CCCCN1CN(CC)c2cc3nsnc3cc21,-2.74 
sample,73,CCCN1CN(CCC)c2cc3nsnc3cc21,-2.81 
sample,74,CCCN1CN(C)c2cc3nsnc3c(N(C)C)c21,-2.76 
sample,75,CCCN1CN(C(C)C)c2cc3nsnc3cc21,-2.83 
