batch,Iteration,SMILES,Ered 
initial,0,CCCOc1cc(NC(C)C)c2nsnc2c1,-2.62 
initial,1,CNc1c2c(c(C)c3nsnc13)N(C)CCN2C,-2.47 
initial,2,CNc1c2c(cc3nsnc13)N(C)CCN2C,-2.61 
initial,3,CCC(C)c1cc(C)c(NC)c2nsnc12,-2.40 
initial,4,CC(C)c1cc2nsnc2c2c1CCO2,-2.27 
initial,5,COc1c2c(c(C)c3nsnc13)OC(C)CO2,-2.36 
initial,6,Cc1c2c(cc3nsnc13)N(C)C(C)CC2,-2.58 
initial,7,CCN1CCc2c1cc1nsnc1c2NC,-2.56 
initial,8,Cc1cc2nsnc2c2c1OC(C)C(C)O2,-2.43 
initial,9,COc1c(N(C)C)ccc2nsnc12,-2.18 
sample,1,CCOc1cc(NCC(C)C)c2nsnc2c1,-2.40 
sample,2,CCN1CCN(C)c2cc3nsnc3c(NC)c21,-2.62 
sample,3,CCN1CCN(C)c2c1cc1nsnc1c2NC,-2.62 
sample,4,CCNc1c2c(cc3nsnc13)N(C)CCN2CC,-2.64 
sample,5,CCNc1c2c(cc3nsnc13)N(CC)CCN2C,-2.62 
sample,6,CCCNc1c2c(cc3nsnc13)N(C)CCN2C,-2.61 
sample,7,CCN1CCN(CC)c2c1cc1nsnc1c2NC,-2.58 
sample,8,CCCN1CCN(C)c2cc3nsnc3c(NC)c21,-2.59 
sample,9,CC(C)Nc1c2c(cc3nsnc13)N(C)CCN2C,-2.61 
sample,10,CCCNc1c2c(cc3nsnc13)N(C)CCN2CC,-2.71 
sample,11,CCN1CCN(C)c2cc3nsnc3c(NCC(C)C)c21,-2.57 
sample,12,CCNc1c2c(cc3nsnc13)N(CC)CCN2CC,-2.55 
sample,13,CCCNc1c2c(cc3nsnc13)N(CC)CCN2C,-2.46 
sample,14,CCCN1CCN(C)c2c1cc1nsnc1c2NC,-2.62 
sample,15,CNc1c2c(cc3nsnc13)N(C)CCN2C(C)C,-2.64 
sample,16,CNc1c2c(cc3nsnc13)N(C(C)C)CCN2C,-2.63 
sample,17,CNc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,-2.50 
sample,18,CCCNc1c2c(cc3nsnc13)N(C)CN2C,-2.60 
sample,19,CCCN1CN(C)c2c1cc1nsnc1c2NC,-2.58 
sample,20,CC(C)Nc1c2c(cc3nsnc13)N(C)CN2C,-2.83 
sample,21,CNc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.64 
sample,22,CNc1c2c(c(C(C)C)c3nsnc13)N(C)CN2C,-2.88 
sample,23,CNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.61 
sample,24,CNc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,-2.65 
sample,25,CNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,-2.95 
sample,26,CC(C)CNc1c2c(cc3nsnc13)N(C)CN2C,-2.48 
sample,27,CCN1CN(C(C)C)c2cc3nsnc3c(NC)c21,-2.84 
sample,28,CCN1CN(C(C)C)c2c1cc1nsnc1c2NC,-2.80 
sample,29,CCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.51 
sample,30,CCNc1c2c(cc3nsnc13)N(C)CN2C(C)C,-2.74 
sample,31,CCN1CN(C)c2c1cc1nsnc1c2NC(C)C,-2.67 
sample,32,CCC(C)N1CN(C)c2c1cc1nsnc1c2NC,-2.65 
sample,33,CCC(C)N1CN(C)c2cc3nsnc3c(NC)c21,-2.94 
sample,34,CCCN1CN(CC)c2cc3nsnc3c(NC)c21,-2.74 
sample,35,CCCN1CN(CC)c2c1cc1nsnc1c2NC,-2.69 
sample,36,CCCCN1CN(C)c2c1cc1nsnc1c2NC,-2.76 
sample,37,CCNc1c2c(cc3nsnc13)N(CC)CN2CC,-2.99 
sample,38,CCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.63 
sample,39,CCCNc1c2c(cc3nsnc13)N(CC)CN2C,-2.80 
sample,40,CCCN1CN(C)c2cc3nsnc3c(NCC)c21,-2.67 
sample,41,CCC(C)N1CN(CC)c2cc3nsnc3c(NC)c21,-2.47 
sample,42,CCCN1CN(C)c2c1c(C)c1nsnc1c2NC,-2.69 
sample,43,CCc1c2c(c(NC)c3nsnc13)N(CC)CN2C,-2.52 
sample,44,CCNc1c2c(cc3nsnc13)N(CC)CN2C,-2.72 
