batch,Iteration,SMILES,Ered 
initial,0,CCOc1cc(NC(C)C)c2nsnc2c1,-2.26 
initial,1,COc1c2c(c(C)c3nsnc13)OC(C)CO2,-2.36 
initial,2,CC1CCc2c(c3c(c4nsnc24)NCC3)O1,-2.46 
initial,3,Cc1c2c(cc3nsnc13)N(C)CN2CCN(C)C,-2.64 
initial,4,COc1cc2nsnc2c2c1OC(C)CC2,-2.49 
initial,5,CNc1c(C)c(OC(C)C)cc2nsnc12,-2.49 
initial,6,CCCc1c(C)c(NC)c2nsnc2c1C,-2.44 
initial,7,CCCNc1cccc2nsnc12,-2.33 
initial,8,c1cc2nsnc2c2c1OCCN2,-2.33 
initial,9,CCc1c2c(cc3nsnc13)OCC2C,-2.39 
sample,1,CCc1c2c(cc3nsnc13)N(C)CCN2C(C)C,-2.56 
sample,2,CCCN1CCN(CC)c2c1cc1nsnc1c2C,-2.62 
sample,3,CCc1c2c(cc3nsnc13)N(C(C)C)CCN2C,-2.55 
sample,4,CCc1c2c(cc3nsnc13)N(CC)CCN2CC,-2.60 
sample,5,CCCc1c2c(cc3nsnc13)N(CC)CCN2C,-2.53 
sample,6,CCCN1CCN(CC)c2c1cc1nsnc1c2CC,-2.59 
sample,7,CCc1c2c(cc3nsnc13)N(C(C)C)CCN2CC,-2.61 
sample,8,CCCCN1CCN(C)c2cc3nsnc3c(CC)c21,-2.47 
sample,9,CCN1CCN(CC(C)C)c2c1cc1nsnc1c2C,-2.66 
sample,10,CCCCN1CCN(C)c2c1cc1nsnc1c2CC,-2.59 
sample,11,CCCN1CCN(C)c2c1c(C)c1nsnc1c2CC,-2.59 
sample,12,CCc1c2c(cc3nsnc13)N(C)CCN2C(C)CC,-2.59 
sample,13,Cc1c2c(cc3nsnc13)N(C)CCN2CCOC(C)C,-2.57 
sample,14,CCCc1c2c(cc3nsnc13)N(C)CCN2CC,-2.57 
sample,15,CC(C)N1CCN(C)c2c1cc1nsnc1c2N(C)C,-2.59 
sample,16,CC(C)c1c2c(cc3nsnc13)N(C)CCN2C(C)C,-2.65 
sample,17,CCC(C)c1c2c(cc3nsnc13)N(CC)CN2CC,-2.69 
sample,18,CCC(C)c1c2c(cc3nsnc13)N(CC)CN2C,-2.68 
sample,19,CCC(C)N1CN(C(C)CC)c2cc3nsnc3cc21,-2.79 
sample,20,CCCCN1CN(C(C)CC)c2cc3nsnc3cc21,-3.07 
sample,21,CCCN1CCN(C(C)CC)c2cc3nsnc3cc21,-2.73 
sample,22,CCCCN1CCN(C(C)CC)c2cc3nsnc3cc21,-2.80 
sample,23,CCCCN1CN(CCCC)c2cc3nsnc3cc21,-2.72 
sample,24,CCCN1CCN(C(C)CC)c2c1cc1nsnc1c2C,-2.68 
sample,25,CCCN1CN(C(C)CC)c2cc3nsnc3cc21,-2.74 
sample,26,CCC(C)N1CCN(CCOC)c2cc3nsnc3cc21,-2.73 
sample,27,CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,-2.68 
sample,28,CCCOC1N(C)c2cc3nsnc3cc2N1CCC,-2.73 
sample,29,CCOC1N(C)c2cc3nsnc3cc2N1C(C)CC,-2.74 
sample,30,CCN1c2cc3nsnc3cc2N(C)C1OCC(C)C,-2.70 
sample,31,CCCC1Oc2cc3nsnc3cc2OC1C(C)CC,-2.33 
sample,32,CCNc1c2c(cc3nsnc13)N(C(C)CC)CN2C,-2.82 
sample,33,CCC(C)N1CN(CC)c2c1cc1nsnc1c2NC,-2.56 
sample,34,CCCCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.78 
sample,35,CC(C)CN1CN(CC(C)C)c2cc3nsnc3cc21,-2.75 
sample,36,CCCCN1CN(CCC)c2cc3nsnc3cc21,-2.77 
sample,37,CCCCN1CCN(C(C)C)c2cc3nsnc3cc21,-2.72 
sample,38,CCCCN1CN(CCOC)c2cc3nsnc3cc21,-2.62 
sample,39,CCCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.73 
sample,40,CCCN1c2cc3nsnc3cc2N(C)C1OC(C)C,-2.73 
sample,41,CCCOC1N(C)c2cc3nsnc3cc2N1C(C)C,-2.75 
sample,42,CCOC1N(CC)c2cc3nsnc3cc2N1C(C)C,-2.71 
sample,43,CCCOC1N(CC)c2cc3nsnc3cc2N1CC,-2.77 
sample,44,CCOc1c2c(cc3nsnc13)N(C)CN2CC(C)C,-2.77 
sample,45,CCCN1CN(C)c2cc3nsnc3c(OC(C)C)c21,-2.66 
sample,46,CCCN1CCN(C(C)C)c2c1cc1nsnc1c2NC,-2.66 
sample,47,CCOC1N(C)c2cc3nsnc3cc2N1CC(C)C,-2.75 
sample,48,CC(C)OC1N(C)c2cc3nsnc3cc2N1C(C)C,-2.74 
sample,49,CCN1c2cc3nsnc3cc2N(CC(C)C)C1OC,-2.89 
sample,50,CCCCN1c2cc3nsnc3cc2N(CC)C1OC,-2.75 
sample,51,COC1N(C(C)C)c2cc3nsnc3cc2N1C(C)C,-2.65 
sample,52,CCC(C)N1c2cc3nsnc3cc2N(CC)C1OC,-2.70 
sample,53,CCC(C)N1CN(CC)c2cc3nsnc3c(OC)c21,-2.58 
sample,54,CCCCN1c2cc3nsnc3cc2N(C)C1OC,-2.75 
sample,55,CCN1c2cc3nsnc3cc2N(C)C1OC(C)C,-2.71 
sample,56,CCCOC1N(C)c2cc3nsnc3cc2N1CC,-2.70 
sample,57,CCCCN1CN(C(C)C)c2cc3nsnc3cc21,-2.72 
sample,58,CCCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.85 
sample,59,CCCCN1CN(CC)c2cc3nsnc3c(NC)c21,-2.77 
sample,60,CCN1CN(C)c2c1cc1nsnc1c2NCC(C)C,-2.76 
sample,61,CCNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,-2.75 
sample,62,CCCNc1c2c(cc3nsnc13)N(CC)CN2C,-2.80 
sample,63,CCCCN1CN(C)c2c1cc1nsnc1c2NC,-2.76 
sample,64,CCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.63 
sample,65,CCCCNc1c2c(cc3nsnc13)N(C)CN2CC,-2.74 
sample,66,CCCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.63 
sample,67,CCCCN1CCN(C)c2cc3nsnc3c(NC)c21,-2.63 
sample,68,CCCCOc1c2c(cc3nsnc13)N(CC)CN2C,-2.81 
sample,69,CCOCCN1CN(CC)c2cc3nsnc3cc21,-2.79 
sample,70,CCCCOC1N(C)c2cc3nsnc3cc2N1C,-2.70 
sample,71,CCCOCCN1CN(C)c2cc3nsnc3cc21,-2.69 
sample,72,CCOCCN1CCN(C)c2cc3nsnc3c(C)c21,-2.44 
sample,73,COCCNc1c2c(cc3nsnc13)N(C)CN2C,-2.74 
sample,74,COCCOC1N(C)c2cc3nsnc3cc2N1C,-2.99 
sample,75,CCOCCN1CCN(C)c2cc3nsnc3c(OC)c21,-2.50 
