batch,Iteration,SMILES,Ered 
initial,0,CCCc1c2c(c(C(C)CC)c3nsnc13)C1CCC2C1,-2.47 
initial,1,c1cc2nsnc2c2c1CCCC2,-2.30 
initial,2,CCCNc1c2c(cc3nsnc13)OCCO2,-2.41 
initial,3,CCC(C)c1cc2c(c3nsnc13)CC(C)C2,-2.34 
initial,4,CCCCN1CN(CCC)c2cc3nsnc3c(C)c21,-2.97 
initial,5,CCCc1c2c(cc3nsnc13)N(CC)CCN2C,-2.53 
initial,6,CNc1c2c(c(C(C)C)c3nsnc13)OCCO2,-2.50 
initial,7,CCN1CCOc2c1cc1nsnc1c2NC,-2.59 
initial,8,CNc1c(OC)cc(C)c2nsnc12,-2.37 
initial,9,CCCOc1cc(NC)c2nsnc2c1C,-2.45 
sample,1,CCCCN1CN(C)c2c1cc1nsnc1c2CCC,-2.74 
sample,2,CCCN1CCN(CCC)c2c1cc1nsnc1c2C,-2.60 
sample,3,CCCCN1CN(C(C)C)c2cc3nsnc3c(C)c21,-2.79 
sample,4,CCCCN1CN(C(C)C)c2c1cc1nsnc1c2C,-2.84 
sample,5,CCCc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.83 
sample,6,CCCCN1CN(CCC)c2c1cc1nsnc1c2C,-2.85 
sample,7,CCc1c2c(cc3nsnc13)N(CC(C)C)CN2CC,-2.65 
sample,8,CCCCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.78 
sample,9,CCCCN1CCN(C(C)C)c2cc3nsnc3cc21,-2.72 
sample,10,CCCCN1CCN(C(C)C)c2cc3nsnc3c(C)c21,-2.62 
sample,11,CCCc1c2c(cc3nsnc13)N(CCC)CN2CC,-2.81 
sample,12,CCCCN1CN(CCCC)c2cc3nsnc3cc21,-2.72 
sample,13,CCCN1CN(CCC)c2c1cc1nsnc1c2C,-2.80 
sample,14,CCCCN1CN(CC)c2c1cc1nsnc1c2C,-2.71 
sample,15,CCCN1CN(C(C)CC)c2cc3nsnc3c(C)c21,-2.72 
sample,16,CCCCN1CN(CC)c2cc3nsnc3c(C)c21,-2.92 
sample,17,CCN1CN(CC(C)C)c2c1cc1nsnc1c2C,-2.75 
sample,18,CCCN1CCN(CCC)c2cc3nsnc3cc21,-2.71 
sample,19,CCCN1CN(C(C)C)c2c1cc1nsnc1c2C,-2.61 
sample,20,CCCCN1CN(CCC)c2cc3nsnc3cc21,-2.77 
sample,21,CCCCN1CN(C(C)C)c2cc3nsnc3cc21,-2.72 
sample,22,CCCc1c2c(cc3nsnc13)N(C(C)C)CN2CC,-2.71 
sample,23,CCCN1CCN(C(C)CC)c2cc3nsnc3cc21,-2.73 
sample,24,CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,-2.68 
sample,25,CCCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.73 
sample,26,CCCCN1CCN(C)c2cc3nsnc3c(CC)c21,-2.47 
sample,27,CCCN1CN(C(C)CC)c2cc3nsnc3cc21,-2.74 
sample,28,CCCCN1CN(C(C)CC)c2cc3nsnc3cc21,-3.07 
sample,29,CCC(C)c1c2c(cc3nsnc13)N(CC)CN2CC,-2.69 
sample,30,CCC(C)N1CN(C(C)CC)c2cc3nsnc3cc21,-2.79 
sample,31,CCCCN1CCN(C(C)CC)c2cc3nsnc3cc21,-2.80 
sample,32,CCC(C)N1CCN(CCOC)c2cc3nsnc3cc21,-2.73 
sample,33,CCCOC1N(C)c2cc3nsnc3cc2N1CCC,-2.73 
sample,34,CCCCN1CN(CCOC)c2cc3nsnc3cc21,-2.62 
sample,35,CCCN1CCN(C(C)CC)c2c1cc1nsnc1c2C,-2.68 
sample,36,CCC(C)N1CN(CC)c2cc3nsnc3c(C)c21,-2.72 
sample,37,CCOC1N(C)c2cc3nsnc3cc2N1C(C)CC,-2.74 
sample,38,CCCN1c2cc3nsnc3cc2N(C)C1OC(C)C,-2.73 
sample,39,CCOC1N(CC)c2cc3nsnc3cc2N1C(C)C,-2.71 
sample,40,CCC(C)c1c2c(cc3nsnc13)N(C)CN2CC,-2.79 
sample,41,CCC(C)c1c2c(cc3nsnc13)N(CC)CN2C,-2.68 
sample,42,CCC(C)Nc1c2c(cc3nsnc13)N(CC)CN2C,-2.61 
sample,43,CC(C)CN1CN(CC(C)C)c2cc3nsnc3cc21,-2.75 
sample,44,CCC(C)N1CN(CC)c2c1cc1nsnc1c2C,-2.72 
sample,45,CCCOC1N(CC)c2cc3nsnc3cc2N1CC,-2.77 
sample,46,CCCOC1N(C)c2cc3nsnc3cc2N1C(C)C,-2.75 
sample,47,CCCN1CN(C)c2cc3nsnc3c(OC(C)C)c21,-2.66 
sample,48,CCCCN1c2cc3nsnc3cc2N(CC)C1OC,-2.75 
sample,49,CCC(C)N1c2cc3nsnc3cc2N(CC)C1OC,-2.70 
sample,50,CCOC1N(C)c2cc3nsnc3cc2N1CC(C)C,-2.75 
sample,51,CCN1c2cc3nsnc3cc2N(C)C1OCC(C)C,-2.70 
sample,52,CCN1c2cc3nsnc3cc2N(CC(C)C)C1OC,-2.89 
sample,53,CCC(C)N1CN(CC)c2cc3nsnc3c(OC)c21,-2.58 
sample,54,CCCCN1c2cc3nsnc3cc2N(C)C1OC,-2.75 
sample,55,COC1N(C(C)C)c2cc3nsnc3cc2N1C(C)C,-2.65 
sample,56,CCN1c2cc3nsnc3cc2N(C)C1OC(C)C,-2.71 
sample,57,CC(C)OC1N(C)c2cc3nsnc3cc2N1C(C)C,-2.74 
sample,58,CCOC1N(C)c2cc3nsnc3c(C)c2N1CC,-3.01 
sample,59,Cc1c2c(cc3nsnc13)N(C)C(OC(C)C)N2C,-2.66 
sample,60,CCCN1c2c(cc3nsnc3c2C)N(C)C1OC,-2.74 
sample,61,CCCOC1N(C)c2cc3nsnc3cc2N1CC,-2.70 
sample,62,CCc1c2c(cc3nsnc13)N(CC)C(OC)N2C,-2.71 
sample,63,CCC(C)OC1N(C)c2cc3nsnc3cc2N1C,-2.74 
sample,64,CCN1c2cc3nsnc3c(C)c2N(CC)C1OC,-2.69 
sample,65,CCCN1CN(CC)c2c1c(C)c1nsnc1c2C,-2.70 
sample,66,CCOC1N(C)c2cc3nsnc3cc2N1C(C)C,-2.74 
sample,67,CCOC1N(C)c2cc3nsnc3cc2N1CC,-2.71 
sample,68,CCCC1COc2cc3nsnc3c(CC(C)C)c2O1,-2.50 
sample,69,CCCN1CN(C)c2cc3nsnc3c(N(C)C)c21,-2.76 
sample,70,CCN1CN(CCOC)c2c1cc1nsnc1c2C,-2.83 
sample,71,COCCN1CN(C)c2c1cc1nsnc1c2C,-2.69 
sample,72,CCCN1CN(C)c2c1c(C)c1nsnc1c2OC,-2.66 
sample,73,CCc1c2c(cc3nsnc13)N(CC)CN2CC,-2.74 
sample,74,CCCCN1CN(CC)c2cc3nsnc3cc21,-2.74 
sample,75,CCCN1CN(CC)c2c1cc1nsnc1c2C,-2.75 
