,SMILES,MPP(A),Ered_ag
676,CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC)CCN2C,0.873318,-2.3600000000000003
677,CCN(C)c1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.280211,-2.4000000000000004
678,CCCCc1c2c(cc3nsnc13)N(C(C)C)CCN2C,1.191547,-2.6500000000000004
679,CCC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)C1CCC2CC1,1.483868,-2.06
680,CCCCOc1c(CC)ccc2nsnc12,0.779377,-2.22
681,CCN(C)c1cc(C)c2nsnc2c1,0.675721,-2.47
682,CCCNc1ccc(OC)c2nsnc12,0.481702,-2.46
683,CC(C)c1cc2c(c3nsnc13)N(C)CCO2,0.860611,-2.45
684,CNc1cc(C(C)C)c(NC)c2nsnc12,0.906518,-2.42
685,CCCCc1c2c(c(OCCC)c3nsnc13)C1CCC2C1,1.060643,-2.43
686,COCCc1ccc2nsnc2c1OC,1.003838,-2.1500000000000004
687,CCCNc1cccc2nsnc12,0.834595,-2.33
688,CCN(C)c1c(OC)cc(C)c2nsnc12,1.136164,-2.3
689,CN1CCN(C)c2cc3nsnc3cc2C1,0.759462,-2.35
690,CC(C)c1c2c(cc3nsnc13)OCCO2,0.926347,-2.39
691,COc1cc2nsnc2cc1OC,0.391314,-2.4400000000000004
692,CCCCNc1cc(OCC)cc2nsnc12,0.677133,-2.43
693,CCC(C)OCCc1cccc2nsnc12,0.85662,-2.2
694,CC1CCc2ccc3nsnc3c2[NH+]=C1[O-],0.6224,-2.1500000000000004
695,CCCC1COc2cc3nsnc3c(CC(C)C)c2O1,0.912526,-2.5
696,CCCCc1c(OC)cc2nsnc2c1C,0.696254,-2.38
697,CCCCOc1ccc(OC)c2nsnc12,0.84834,-2.18
698,CCc1cc2nsnc2c2c1CC(C)C2,0.728824,-2.35
699,CN1CCOCc2ccc3nsnc3c21,0.724667,-2.26
700,CCCN1CN(C)c2c1c(OC)c1nsnc1c2C,0.887263,-2.67
701,CCC1Cc2cc3nsnc3c(OC)c2O1,0.61431,-2.3200000000000003
702,CNc1cc2c(c3nsnc13)CC(C)N2C,0.728295,-2.47
703,CCCc1c2c(cc3nsnc13)OCC(C)O2,0.693404,-2.4400000000000004
704,CC(C)Nc1cc(C(C)C)cc2nsnc12,1.023885,-2.54
705,CCc1cc2c(c3nsnc13)NC(C)C2,0.71274,-2.3600000000000003
706,Cc1cc2nsnc2c2c1OCC2(C)C,0.910781,-2.35
707,CCOc1cc(OC(C)C)c2nsnc2c1,0.807717,-2.29
708,CCOCCc1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.344599,-2.3
709,CCCCN1CCc2cc3nsnc3cc21,0.60629,-2.55
710,CCCN1CN(C)c2cc3nsnc3c(NCC)c21,1.207657,-2.67
711,CCc1c2c(c(C)c3nsnc13)OC(C)CO2,0.73341,-2.51
712,CN1CCNc2c1c1c(c3nsnc23)CCO1,0.667612,-2.5
713,CCc1cc(OC(C)C)cc2nsnc12,0.914892,-2.3600000000000003
714,CNc1c2c(c(N(C)CC(C)C)c3nsnc13)C1CCC2C1,1.360932,-2.51
715,CCOc1c(CC)ccc2nsnc12,0.682462,-2.22
716,CCNc1c2c(cc3nsnc13)CCC2,0.585556,-2.42
717,Cc1c2c(cc3nsnc13)CCCC2,0.58967,-2.33
718,COc1c2c(c(C)c3nsnc13)OC(C)CO2,0.881272,-2.3600000000000003
719,CC(C)Cc1cc(C(C)C)cc2nsnc12,1.046751,-2.31
720,c1cc2nsnc2c2c1CCC2,0.50294,-2.25
721,CC(C)CN1CCN(C)c2c1cc1nsnc1c2N(C)C,1.074198,-2.6
722,CCOc1c2c(c(NC(C)CC)c3nsnc13)C1CCC2CC1,1.120762,-2.45
723,Cc1c2c(cc3nsnc13)C(C)(C)CN2C,0.894253,-2.55
724,CC1COc2c(ccc3nsnc23)C1,0.55779,-2.34
725,COc1cc(CC(C)C)cc2nsnc12,0.884777,-2.31
726,CNc1c2c(cc3nsnc13)OC(C)C2C,1.020761,-2.4000000000000004
727,CN1CCc2c1c1c(c3nsnc23)CCC1,0.5894,-2.42
728,CC1Cc2c(c3c(c4nsnc24)CCCC3)O1,0.669606,-2.41
729,CCOc1cc(C)c2nsnc2c1OCC,0.709103,-2.21
730,CC(C)Cc1cc(OC(C)C)c2nsnc2c1,1.028914,-2.39
731,CCc1c2c(c(C)c3nsnc13)OC(CC)CO2,0.794092,-2.4400000000000004
732,CCC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)C1CCC2CC1,1.588038,-2.1900000000000004
733,CCN(CC)c1cc(OC)cc2nsnc12,0.8003,-2.46
734,CC(C)COCCNc1c2c(cc3nsnc13)C1CCC2CC1,1.030246,-2.4400000000000004
735,COCCc1c(OC)ccc2nsnc12,1.030344,-2.26
736,Cc1c2c(cc3nsnc13)N(C(C)C)CCN2C,0.930876,-2.77
737,CCc1cc(N(C)CC)c(C)c2nsnc12,0.803882,-2.41
738,CN1CCOc2c(ccc3nsnc23)CC1,0.859803,-2.14
739,CCc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.187696,-2.4400000000000004
740,C/C([O-])=[NH+]\c1cc2c(c3nsnc13)CCCO2,0.569923,-2.1900000000000004
741,COc1cc2c(c3nsnc13)[NH+]=C([O-])CC2,0.493595,-2.16
742,CCCCN1CN(C)c2c1cc1nsnc1c2C,0.698297,-2.66
743,CCCC1Oc2c(ccc3nsnc23)OC1C,0.748415,-2.54
744,COc1cc2c(c3nsnc13)CCOCC2,0.681563,-2.45
745,COc1c2c(c(C)c3nsnc13)CCCO2,0.666363,-2.34
746,CC(C)Cc1c2c(c(CC(C)C)c3nsnc13)C1CCC2CC1,1.273602,-2.6100000000000003
747,CN1CCc2c3c(c4nsnc4c21)OCCO3,0.590165,-2.41
748,CCCCNc1c2c(c(N(C)C)c3nsnc13)C1CCC2C1,1.356992,-2.52
749,CC(C)Nc1c2c(cc3nsnc13)CCO2,0.881196,-2.43
750,COc1c(OC)c(OC)c2nsnc2c1C,0.955948,-2.24
751,CCCCN1c2cc3nsnc3cc2N(C)C1OC,0.90364,-2.75
752,CC1Cc2cc(N(C)C)c3nsnc3c2O1,0.675446,-2.4000000000000004
753,CCC1COc2cc3nsnc3c(C)c21,0.927875,-2.33
754,CCCNc1c2c(c(OCCC)c3nsnc13)C1CCC2C1,0.900321,-2.47
755,CCc1c(CC(C)C)c(C)cc2nsnc12,0.893956,-2.2800000000000002
756,CCNc1c(C)cc(NC)c2nsnc12,0.723223,-2.3600000000000003
757,CCCc1c2c(cc3nsnc13)C(CC)CO2,0.735578,-2.43
758,CCCOc1c2c(cc3nsnc13)CCC2C,0.817878,-2.2800000000000002
759,CCc1c(C)cc(OC)c2nsnc12,0.684738,-2.35
760,CC(C)Cc1cc2c(c3nsnc13)OC(C)C2,0.903134,-2.3200000000000003
761,CCCCOc1cc(CC)c2nsnc2c1,0.729973,-2.33
762,CC1COc2c(c3c(c4nsnc24)CCC3)C1,0.639421,-2.39
763,COCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,0.876587,-2.42
764,COc1cc2nsnc2c2c1COCC2,0.520905,-2.35
765,Cc1c2c(cc3nsnc13)OC(C)CO2,0.829571,-2.37
766,COc1cc2nsnc2cc1OC(C)C,0.893306,-2.25
767,C/C([O-])=[NH+]\c1cc2c(c3nsnc13)C(C)CC2,0.845528,-2.1500000000000004
768,COc1c2c(cc3nsnc13)OCCOC2,0.69883,-2.2800000000000002
769,CC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)C1CCC2C1,1.460232,-2.24
770,CCN1c2cc3nsnc3cc2CCC1C,1.031757,-2.46
771,CCN(c1ccc2nsnc2c1C)C(C)C,1.257275,-2.34
772,CCCCc1c(OC(C)C)ccc2nsnc12,0.791477,-2.29
773,CCCCc1cc(OC)c(C)c2nsnc12,0.826572,-2.37
774,CCc1c(N(C)C)c(C)cc2nsnc12,0.983063,-2.3200000000000003
775,CCc1c2c(c(NC(C)C)c3nsnc13)OCCO2,0.842841,-2.3
776,CNc1c(OC)cc(C)c2nsnc12,0.49451,-2.37
777,CCC(C)/[N+](=C(/C)[O-])c1cccc2nsnc12,1.28034,-2.02
778,CCC(C)Oc1ccc2nsnc2c1C,0.953409,-2.2
779,CCC1COc2c(c(OC)c3nsnc3c2OC)O1,1.08497,-2.24
780,CCc1ccc(C(C)CC)c2nsnc12,1.180852,-2.26
781,C/C([O-])=[N+](\c1c2c(c(C)c3nsnc13)C1CCC2CC1)C(C)C,1.517129,-2.29
782,CCc1cc2nsnc2c2c1OCC(CC)O2,0.749862,-2.38
783,CCNc1cc2c(c3nsnc13)CCCC2,0.809578,-2.26
784,CCCN(C)c1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,1.368647,-2.52
785,CC1Cc2c3c(c4nsnc4c2C1)OCCO3,0.634297,-2.4000000000000004
786,CNc1c2c(cc3nsnc13)OCCO2,0.506268,-2.41
787,CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)CCO2,0.916117,-2.25
788,Cc1c2c(cc3nsnc13)N(C)CN2CCN(C)C,1.183687,-2.64
789,COc1cc2nsnc2c2c1C(C)C(C)O2,0.931335,-2.3600000000000003
790,CN(C)CCN1CCN(C)c2cc3nsnc3cc21,0.822731,-2.68
791,CCc1c2c(cc3nsnc13)CCCO2,0.734683,-2.35
792,CN1CCc2c3c(c4nsnc4c21)CCC3,0.610956,-2.42
793,CCCc1c2c(cc3nsnc13)N(C)CCN2CC,1.349094,-2.5700000000000003
794,Cc1c2c(cc3nsnc13)N(C)CN2C,0.508003,-2.7
795,CCCN1CCN(C)c2c1cc1nsnc1c2OC,0.89321,-2.64
796,CCCN(C)c1c2c(c(C)c3nsnc13)OCCO2,0.904909,-2.54
797,CCOc1c(CC)cc(OC)c2nsnc12,0.511281,-2.16
798,CCN1CN(C)c2c1cc1nsnc1c2OC(C)C,0.897891,-2.68
799,CCN1CCN(CCOC)c2c1cc1nsnc1c2OC,0.963337,-2.5700000000000003
800,CCNc1c2c(c(OC)c3nsnc13)N(C)CN2C,0.662138,-2.68
801,CCc1cc(/[NH+]=C(\C)[O-])c2nsnc2c1,0.640933,-2.1100000000000003
802,CCC(C)N(C)CCc1c2c(cc3nsnc13)C1CCC2C1,1.120284,-2.6500000000000004
803,CC/C([O-])=[NH+]\c1cc(C(C)C)cc2nsnc12,0.744567,-2.12
804,CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)CCC2,0.985284,-2.17
805,CCCc1ccc2nsnc2c1OCC,0.883283,-2.22
806,CCN(CC)c1cc(OC)c2nsnc2c1,0.774542,-2.56
807,CCCc1cc(C)c2nsnc2c1C,0.688255,-2.38
808,CCOc1ccc(CC(C)C)c2nsnc12,0.860695,-2.17
809,CCOc1cc2nsnc2c2c1OCC(C)O2,0.564184,-2.51
810,CCN(CCOC)c1c2c(cc3nsnc13)C1CCC2CC1,1.587483,-2.37
811,CCOc1c2c(c(/[NH+]=C(/[O-])CC)c3nsnc13)C1CCC2CC1,1.274466,-2.1900000000000004
812,COc1c(C)cc2nsnc2c1C(C)C,0.955822,-2.39
813,C1CCc2c(c3c(c4nsnc24)CCC3)OC1,0.729119,-2.31
814,CC(C)CN(C)CCc1c2c(cc3nsnc13)C1CCC2C1,1.269875,-2.39
815,CCc1cc2nsnc2c(OC)c1OC,1.002786,-2.22
816,COc1cc(C)c2nsnc2c1OC(C)C,0.921563,-2.25
817,CCN1CCCc2cc3nsnc3cc21,0.693545,-2.5
818,CCOCCc1c2c(c(NC)c3nsnc13)C1CCC2C1,1.009265,-2.48
819,CCCN1CCN(C)c2cc3nsnc3c(OC(C)C)c21,1.038096,-2.54
820,Cc1c2c(c(OCCN(C)C)c3nsnc13)C1CCC2C1,0.912377,-2.39
821,CCNc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.212207,-2.5300000000000002
822,CCc1c2c(c(C)c3nsnc13)N(C)CN2C(C)C,0.942076,-2.75
823,CCC(C)C1COc2c(cc3nsnc3c2OC)O1,0.735509,-2.41
824,Cc1c2c(c(OC(C)C)c3nsnc13)OCCO2,0.808695,-2.38
825,COc1cc2nsnc2c2c1N(C)CCC2,0.917163,-2.4000000000000004
826,COc1c(N(C)C)ccc2nsnc12,0.628339,-2.18
827,CCN(C)c1cc2nsnc2cc1C,1.006905,-2.33
828,C/C([O-])=[NH+]\c1c2c(cc3nsnc13)CC(C)O2,0.971734,-2.2
829,CCC1COc2c(c(OC)c3nsnc3c2C)O1,0.758123,-2.3600000000000003
830,COc1cc2nsnc2c2c1CCO2,0.469045,-2.34
831,CCc1cc2nsnc2c(NC)c1N(C)C,0.948018,-2.37
832,COCCc1c2c(c(C)c3nsnc13)C1CCC2C1,1.003093,-2.5
833,CCc1c2c(cc3nsnc13)N(C)CN2CC,0.82949,-2.81
834,CC1Cc2ccc3nsnc3c2N(C)C1,0.636505,-2.37
835,CCN1CC(C)c2c1ccc1nsnc21,0.733535,-2.39
836,CNc1cc(CC(C)C)cc2nsnc12,0.871222,-2.41
837,CNc1c2c(c(N(C)CC(C)C)c3nsnc13)C1CCC2CC1,1.314439,-2.49
838,CCCCc1c(C)c(OC)cc2nsnc12,0.699318,-2.4400000000000004
839,CC(C)Oc1c2c(cc3nsnc13)C1CCC2C1,1.035619,-2.37
840,CCOc1c(C)c2c(c3nsnc13)CCO2,0.618417,-2.33
841,CCCc1c(C)c(NC)c2nsnc2c1C,0.741419,-2.4400000000000004
842,CCN1CCN(C)c2c1c(C)c1nsnc1c2C,1.083663,-2.55
843,CNc1c2c(cc3nsnc13)CCCO2,0.585168,-2.38
844,CC(C)C1C([O-])=[N+](C)c2c1ccc1nsnc21,0.687187,-2.06
845,COCCOc1c2c(cc3nsnc13)C1CCC2CC1,1.003422,-2.4000000000000004
846,CCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)C1CCC2C1,1.141786,-2.29
847,CC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C)CCN2C,1.047713,-2.38
848,CCc1cc2nsnc2c(C)c1N(C)C,0.841399,-2.31
849,CCc1cc2nsnc2c2c1C(C)C(C)O2,0.940058,-2.27
850,CCOc1ccc2nsnc2c1C,0.452912,-2.3
851,CN(C)c1cc2c(c3nsnc13)N(C)CC2,0.884795,-2.35
852,CC(C)COc1c2c(cc3nsnc13)CCO2,0.718115,-2.3200000000000003
853,CCOC1COc2cc3nsnc3c(C)c21,0.929866,-2.35
854,CCc1c2c(cc3nsnc13)OCC2C,0.797476,-2.39
855,CCC(C)Oc1cc2c(c3nsnc13)CCC2,0.914617,-2.4000000000000004
856,CC(C)N1CCN(C)c2ccc3nsnc3c21,0.952089,-2.5300000000000002
857,Cc1cc2c(c3nsnc13)NCC2,0.480822,-2.35
858,CCN(c1cc(C)c2nsnc2c1)C(C)C,0.834153,-2.5700000000000003
859,CC(C)COc1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,1.216667,-2.42
860,CNc1cc2c(c3nsnc13)OC(C)C2C,0.732806,-2.27
861,CCCc1ccc2nsnc2c1N(C)CC,1.340049,-2.2800000000000002
862,CCCCOc1c2c(c(OCC)c3nsnc13)C1CCC2C1,0.892739,-2.35
863,CCCCOCCc1cccc2nsnc12,1.146178,-2.2
864,CCN(C)c1c(N(C)C)ccc2nsnc12,0.956931,-2.4000000000000004
865,CCN(C)c1c2c(cc3nsnc13)OCC(C)O2,0.770722,-2.41
866,CCOc1c2c(c(C)c3nsnc13)N(CC)CCN2C,0.890126,-2.56
867,Cc1ccc2nsnc2c1C(C)C,0.918523,-2.3
868,CCCOc1c(C)cc2nsnc2c1OC,0.785408,-2.22
869,CCOc1c(C)cc2nsnc2c1OC,0.748442,-2.23
870,CCOc1cc2nsnc2c2c1OCC2,0.506058,-2.42
871,Cc1cc2nsnc2cc1C(C)C,0.917296,-2.27
872,Cc1cc2nsnc2c2c1CCCCO2,0.64855,-2.41
873,CC1CCc2cc(N(C)C)c3nsnc3c21,0.804792,-2.5
874,CCc1c(OC)c(C)cc2nsnc12,0.858948,-2.3
875,CCC(C)OCCc1c2c(cc3nsnc13)OCCO2,1.364201,-2.3200000000000003
876,CCC(C)Oc1c2c(cc3nsnc13)OCC2,1.109257,-2.33
877,CCc1cc(C)c2nsnc2c1/[NH+]=C(\C)[O-],0.919631,-2.1900000000000004
878,CCCCN1CN(C(C)C)c2cc3nsnc3c(C)c21,0.855771,-2.79
879,CCCNc1ccc(OCCC)c2nsnc12,0.643391,-2.3600000000000003
880,CCCCOc1c2c(cc3nsnc13)N(CC)CN2C,0.774243,-2.81
881,CCNc1cc(OC)c(NC)c2nsnc12,0.55051,-2.46
882,CCCN1CCN(CCC)c2c1cc1nsnc1c2OC,0.952462,-2.72
883,COCC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)C1CCC2C1,1.242273,-2.22
884,CCc1ccc(OC)c2nsnc12,0.658684,-2.3
885,CC(C)CNc1c(C(C)C)ccc2nsnc12,0.973696,-2.1500000000000004
886,Cc1cc2c(c3nsnc13)[NH+]=C([O-])CC2(C)C,0.867,-2.14
887,CCc1cc2nsnc2c2c1CC(C)N2,0.706935,-2.35
888,CCC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)OCCO2,1.074396,-2.1900000000000004
889,CCC(C)Oc1cc2nsnc2cc1OC,1.043197,-2.43
890,CCc1c(C)cc2nsnc2c1C,0.701981,-2.35
891,CC1CNc2c1c1c(c3nsnc23)CCC1,0.632713,-2.37
892,Cc1cc2nsnc2c(C)c1N(C)C,0.831597,-2.34
893,COc1cc2nsnc2c2c1OCC2OC,0.727888,-2.35
894,CCCN(C)c1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,1.229742,-2.5300000000000002
895,COc1c2c(c(OC)c3nsnc13)CCC2,0.734337,-2.2800000000000002
896,CC/[N+](=C(/C)[O-])c1c2c(c(NC)c3nsnc13)C1CCC2C1,1.379253,-2.31
897,Cc1cc2nsnc2c2c1OCC(C)C2,0.578937,-2.45
898,CCCOc1c2c(c(C(C)CC)c3nsnc13)C1CCC2CC1,1.171971,-2.41
899,CCCN1CCOc2c1ccc1nsnc21,0.688849,-2.41
900,c1c2c(cc3nsnc13)OCCCC2,0.644759,-2.23
901,CCCCc1cc(OC(C)C)c2nsnc2c1,1.174973,-2.25
902,CCC1CN(C(C)C)c2cc3nsnc3cc21,0.96894,-2.43
903,CC/[N+](=C(/C)[O-])c1c2c(c(C)c3nsnc13)C1CCC2CC1,1.446339,-2.26
904,CCCc1c2c(cc3nsnc13)CC(CC)O2,0.872984,-2.46
905,CCCCc1c2c(cc3nsnc13)OCC2C,0.850007,-2.45
906,CCCOCCNc1c2c(cc3nsnc13)C1CCC2C1,0.957037,-2.47
907,CCC(C)c1c2c(cc3nsnc13)N(CC)CN2CC,1.328992,-2.6900000000000004
908,COCCN1CCN(C(C)C)c2cc3nsnc3c(C)c21,1.145256,-2.62
909,CCc1c2c(c(OC)c3nsnc13)OCC2,0.828486,-2.38
910,Cc1ccc(CCN(C)C)c2nsnc12,0.662404,-2.26
911,CCOCC/C([O-])=[NH+]\c1cccc2nsnc12,0.800214,-2.0300000000000002
912,Cc1cc2nsnc2c2c1C(C)CC([O-])=[NH+]2,0.822871,-2.16
913,CCC(C)Oc1cc(C(C)C)cc2nsnc12,0.99588,-2.22
914,CCc1c2c(cc3nsnc13)C(C)(C)CO2,0.977087,-2.39
915,C/C([O-])=[N+](/C)c1c2c(cc3nsnc13)C1CCC2CC1,1.370825,-2.1900000000000004
916,CCC(C)c1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,1.267711,-2.5
917,CCCCc1ccc2nsnc2c1OCCC,1.04909,-2.1900000000000004
918,CN(C)CCc1c2c(cc3nsnc13)N(C)CN2C,0.689085,-2.67
919,CCCOc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.145247,-2.37
920,COc1c2c(c3nsnc3c1C)C(C)CO2,0.725362,-2.37
921,Cc1c2c(cc3nsnc13)N(C)CC2C,0.748168,-2.56
922,Cc1c2c(c(NC(C)C)c3nsnc13)C1CCC2CC1,1.079661,-2.45
923,Cc1cc2nsnc2c2c1N(C)CCC2C,0.852912,-2.43
924,CC(C)Cc1cc2c(c3nsnc13)NCC2,0.893714,-2.3600000000000003
925,CCCc1c2c(cc3nsnc13)N(CC)CCN2C,1.215128,-2.5300000000000002
926,CCOCCc1c2c(c(CC)c3nsnc13)C1CCC2C1,1.276806,-2.5700000000000003
927,CCC(C)c1c2c(cc3nsnc13)CCC2C,1.044126,-2.48
928,CCCCc1c2c(c(C)c3nsnc13)OCCO2,0.841683,-2.43
929,C1Cc2c3c(c4nsnc4c2C1)CCCO3,0.624357,-2.43
930,COc1c(C)c(C)c2nsnc2c1OC,0.757209,-2.27
931,CCc1c(C(C)C)c(OC)cc2nsnc12,0.965577,-2.34
932,Cc1ccc(C(C)C)c2nsnc12,0.917031,-2.3200000000000003
933,COc1c2c(c(C)c3nsnc13)OC(C)C2,0.63255,-2.39
934,COC1N(C)c2cc3nsnc3cc2N1C(C)C,0.88281,-2.7
935,CC(C)COc1cc2nsnc2c2c1CCO2,0.886346,-2.39
936,CCc1cc(C)c2nsnc2c1,0.651073,-2.2800000000000002
937,COCCN(C)c1cc(C)c2nsnc2c1,0.671423,-2.45
938,CCCN1CCN(C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.148068,-2.46
939,CCC(C)N1CCN(CC)c2c1c(C)c1nsnc1c2C,1.189827,-2.5300000000000002
940,CCNc1c2c(c(OC(C)C)c3nsnc13)C1CCC2C1,1.148154,-2.2800000000000002
941,CC(C)COc1cc2c(c3nsnc13)CCC2,0.712864,-2.35
942,CCCc1ccc2nsnc2c1NC,0.845768,-2.3600000000000003
943,CCc1c(C)c(OC)c(NC)c2nsnc12,0.807577,-2.4000000000000004
944,CNc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)OCCO2,0.88142,-2.3
945,COc1c(OCC(C)C)ccc2nsnc12,0.902107,-2.1500000000000004
946,CCOc1c(C)c(CC)c(C)c2nsnc12,0.729757,-2.34
947,CC(C)c1cc2nsnc2c2c1N(C)CCN2,1.051187,-2.27
948,CCCCC1Oc2cc3nsnc3cc2OC1C,0.892108,-2.1900000000000004
949,CCc1c(OC)c(NC)c2nsnc2c1C,0.714572,-2.38
950,CNc1c(N(C)C)cc(C)c2nsnc12,0.835067,-2.5700000000000003
951,CC(C)COCCOc1ccc2nsnc2c1,0.922851,-2.18
952,COC1CN(C)c2cc3nsnc3c(C)c21,0.585308,-2.47
953,CCc1cc(C(C)C)c(C)c2nsnc12,0.96627,-2.37
954,C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C,0.803339,-2.38
955,COc1c2c(c(C(C)C)c3nsnc13)OCC(C)O2,0.926252,-2.39
956,CCc1ccc2nsnc2c1OC,0.74066,-2.22
957,CCOc1c2c(cc3nsnc13)OCCO2,0.580015,-2.29
958,CCCc1c(OC)cc(OC)c2nsnc12,0.894572,-2.3200000000000003
959,Cc1c2c(cc3nsnc13)N(C)CCN2CCOC(C)C,1.357291,-2.5700000000000003
960,CCCNc1c2c(cc3nsnc13)CCO2,0.572071,-2.39
961,CCCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,1.597083,-2.52
962,CCCOCCN1CN(C)c2cc3nsnc3cc21,0.81908,-2.6900000000000004
963,CCN1CCN(C)c2cc3nsnc3c(NCC(C)C)c21,1.190357,-2.5700000000000003
964,CNc1c2c(c(N(C)C(C)C)c3nsnc13)C1CCC2C1,1.099645,-2.55
965,CCC/C([O-])=[NH+]\c1ccc(OC)c2nsnc12,0.844714,-2.17
966,CC(C)Nc1c(N(C)C)ccc2nsnc12,1.037493,-2.35
967,CC1COc2c3c(c4nsnc4c2C1)CCC3,0.890961,-2.38
968,CC(C)COc1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,1.08719,-2.43
969,CC(C)/C([O-])=[N+](/C)c1cccc2nsnc12,1.394887,-2.2
970,CCN1CN(CC(C)C)c2c1cc1nsnc1c2OC,0.872762,-2.75
971,CCCN(C)c1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.33885,-2.43
972,CCC(C)N1CN(C)c2c1cc1nsnc1c2OC,1.166829,-2.79
973,CCNc1c2c(cc3nsnc13)CCO2,0.561371,-2.4400000000000004
974,Cc1cc2nsnc2c2c1OC(C)C(C)O2,0.570276,-2.43
975,C[N+]1=C([O-])CCCc2ccc3nsnc3c21,0.938957,-2.08
976,CCCNc1cc(OCC)cc2nsnc12,0.763246,-2.48
977,CCOc1c2c(c3nsnc3c1C)OCC2,0.631571,-2.2800000000000002
978,COCCOCCOc1c2c(cc3nsnc13)C1CCC2CC1,0.979929,-2.25
979,CCCNc1c2c(c(CC(C)C)c3nsnc13)C1CCC2C1,1.090619,-2.64
980,CCCc1cc(OC)c2nsnc2c1NC,0.882589,-2.3600000000000003
981,CCOCCN(C)c1c2c(cc3nsnc13)C1CCC2C1,1.566344,-2.33
982,CCCc1cc(NC)c2nsnc2c1C,0.671926,-2.43
983,COCCc1c2c(cc3nsnc13)N(C)CN2C,0.644886,-2.6900000000000004
984,COc1c2c(cc3nsnc13)C(C)CO2,0.663187,-2.31
985,Cc1c2c(c(C)c3nsnc13)CCC2,0.569899,-2.42
986,CNc1c(C)c2c(c3nsnc13)OCC2,0.585802,-2.35
987,CCN(c1c2c(c(NC)c3nsnc13)C1CCC2C1)C(C)C,1.362888,-2.52
988,CCc1c(OC(C)C)ccc2nsnc12,0.85832,-2.3
989,CCNc1c2c(c(OC(C)CC)c3nsnc13)C1CCC2C1,1.210806,-2.47
990,CCC1COc2cc3nsnc3c(OC)c2O1,0.734116,-2.29
991,COc1c2c(c(C)c3nsnc13)C1CCC2C1,0.918899,-2.41
992,CC(C)c1cc2c(c3nsnc13)CCC2,0.830738,-2.34
993,CCCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)CC,1.633067,-2.46
994,CC(C)Cc1cc(OC(C)C)cc2nsnc12,1.048194,-2.37
995,COC1N(C)c2cc3nsnc3cc2N1C,0.646928,-2.6900000000000004
996,CCC(C)N1CCN(CCOC)c2cc3nsnc3cc21,1.136942,-2.73
997,CCCc1cc2nsnc2c2c1OCCN2,0.67755,-2.4000000000000004
998,CCCCN1CCN(C)c2c1cc1nsnc1c2CC,1.326259,-2.59
999,CCC(C)C1Oc2cc3nsnc3cc2OC1CC,1.078183,-2.3200000000000003
1000,CCCCNc1c2c(c(C)c3nsnc13)N(C)CCN2C,0.935233,-2.5300000000000002
1001,COc1c2c(c(CC(C)C)c3nsnc13)C1CCC2CC1,1.177067,-2.39
1002,CCCCC1COc2cc3nsnc3c(NC)c2O1,0.676243,-2.42
1003,COCCOc1ccc2nsnc2c1C,0.863945,-2.26
1004,CCNc1c2c(cc3nsnc13)C(C)CCO2,0.970525,-2.39
1005,CCc1c(C)c(C)c2nsnc2c1OC,0.688561,-2.34
1006,CCCN(C)c1ccc2nsnc2c1CC,1.216783,-2.35
1007,CCNc1cccc2nsnc12,0.388847,-2.33
1008,CC1CCc2c(c3c(c4nsnc24)OCC3)O1,0.612367,-2.37
1009,CN(C)c1cc2nsnc2c2c1OCCO2,0.70428,-2.4400000000000004
1010,Cc1cc2c(c3nsnc13)OCC2C,0.592903,-2.26
1011,CC1COc2c(C(C)C)cc3nsnc3c2O1,0.908966,-2.34
1012,CCc1cc2c(c3nsnc13)N(CC)CCO2,0.786679,-2.4000000000000004
1013,CC1CCOc2c3c(c4nsnc4c21)NCC3,0.744858,-2.47
1014,CCCN(CC)c1cccc2nsnc12,1.349404,-2.1900000000000004
