sssr,clogp,mr,mw,tpsa,chi0n,chi1n,chi2n,chi3n,chi4n,chi0v,chi1v,chi2v,chi3v,chi4v,fracsp3,hall_kier_alpha,kappa1,kappa2,kappa3,labuteasa,number_aliphatic_rings,number_aromatic_rings,number_amide_bonds,number_atom_stereocenters,number_bridgehead_atoms,number_HBA,number_HBD,number_hetero_atoms,number_hetero_cycles,number_rings,number_rotatable_bonds,number_spiro,number_saturated_rings,number_heavy_atoms,number_nh_oh,number_n_o,number_valence_electrons,max_partial_charge,min_partial_charge,fr_C_O,fr_C_O_noCOO,fr_Al_OH,fr_Ar_OH,fr_methoxy,fr_oxime,fr_ester,fr_Al_COO,fr_Ar_COO,fr_COO,fr_COO2,fr_ketone,fr_ether,fr_phenol,fr_aldehyde,fr_quatN,fr_NH2,fr_NH1,fr_NH0,fr_Ar_N,fr_Ar_NH,fr_aniline,fr_Imine,fr_nitrile,fr_hdrzine,fr_hdrzone,fr_nitroso,fr_N_O,fr_nitro,fr_azo,fr_diazo,fr_azide,fr_amide,fr_priamide,fr_amidine,fr_guanido,fr_Nhpyrrole,fr_imide,fr_isocyan,fr_isothiocyan,fr_thiocyan,fr_halogen,fr_alkyl_halide,fr_sulfide,fr_SH,fr_C_S,fr_sulfone,fr_sulfonamd,fr_prisulfonamd,fr_barbitur,fr_urea,fr_term_acetylene,fr_imidazole,fr_furan,fr_thiophene,fr_thiazole,fr_oxazole,fr_pyridine,fr_piperdine,fr_piperzine,fr_morpholine,fr_lactam,fr_lactone,fr_tetrazole,fr_epoxide,fr_unbrch_alkane,fr_bicyclic,fr_benzene,fr_phos_acid,fr_phos_ester,fr_nitro_arom,fr_nitro_arom_nonortho,fr_dihydropyridine,fr_phenol_noOrthoHbond,fr_Al_OH_noTert,fr_benzodiazepine,fr_para_hydroxylation,fr_allylic_oxid,fr_aryl_methyl,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_carbamate,fr_ketone_Topliss,fr_ArN,fr_HOCCN
3,1.8943,62.56870000000002,237.057197592,56.27000000000001,8.817842675140772,5.185970967793005,3.4190346450824465,2.4194536008132066,1.7832434278688043,9.6343392560685,5.9162677111332265,3.9474823329381024,2.9620234510902796,2.317672748941462,0.4,-1.56,9.650773083275613,3.7855136344045928,1.3726067924691192,96.70579680810651,1,2,0,0,0,6,1,6,2,3,2,0,0,16,1,5,84,0.1863511156206088,-0.4898178428029581,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3.1369000000000016,87.10270000000004,291.151766672,44.290000000000006,12.30998684758606,7.266050458300102,5.11573426694818,3.9152115734466,2.854486423617665,13.126483428513787,7.996347201640321,5.644181954803835,4.457781423723675,3.3889157446903253,0.5714285714285714,-1.56,13.424313785563015,5.438441930529301,1.984487211997528,123.45814214708594,1,2,0,0,0,6,1,6,2,3,5,0,0,20,1,5,108,0.12966123492741252,-0.3845266263899613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.9189000000000007,76.32770000000005,279.104147784,56.27000000000001,11.265436432333482,6.529280255770158,4.952437611822424,3.2388266692673544,2.134938806844489,12.081933013261207,7.2595769991103785,5.480885299678079,3.781396519544428,2.669368127917146,0.5384615384615384,-1.56,12.472616979119039,4.8454846386203565,2.0961092082052915,115.80062315129635,1,2,0,1,0,6,1,6,2,3,3,0,0,19,1,5,102,0.1867908496386935,-0.485653292577537,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3.1369000000000016,87.10270000000004,291.151766672,44.290000000000006,12.30998684758606,7.266050458300102,5.115734266948178,3.9152115734465993,2.8509042952036427,13.126483428513787,7.996347201640321,5.644181954803834,4.457781423723675,3.3853336162763026,0.5714285714285714,-1.5599999999999998,13.424313785563015,5.438441930529301,1.984487211997528,123.45814214708595,1,2,0,0,0,6,1,6,2,3,5,0,0,20,1,5,108,0.1296612335437118,-0.3845266274856336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5912200000000007,71.90070000000003,265.08849772,56.27000000000001,10.610735893954226,6.041246384057572,4.389488397469437,2.9893875941763444,2.1604628120105067,11.427232474881954,6.771543127397794,4.917936085325093,3.517835282032,2.7657414405465555,0.5,-1.56,11.52589268825199,4.2757614599359135,1.5949366464440125,109.43568103689972,1,2,0,1,0,6,1,6,2,3,2,0,0,18,1,5,96,0.1870486439219269,-0.4853942127185681,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3.0630000000000006,76.39770000000004,279.104147784,56.27000000000001,11.102299725516946,6.656601455707983,4.59667235321473,3.1857397643874337,2.1069187161168803,11.918796306444676,7.386898199048202,5.125120041070387,3.728309614664509,2.641348037189537,0.5384615384615384,-1.56,12.472616979119039,5.205089376025297,2.203750313722748,115.80062315129635,1,2,0,1,0,6,1,6,2,3,4,0,0,19,1,5,102,0.18677866784182,-0.485665006622968,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.9380200000000016,66.94900000000003,250.077598688,44.24000000000001,10.058329651146929,5.79540372178796,4.348304133990571,3.2093280998790714,2.2051820018336854,10.874826232074657,6.525700465128182,4.876751821846226,3.751897950156146,2.785254869365108,0.5,-1.36,10.772629922717387,3.837968238508779,1.5666103416792052,103.88581885329168,1,2,0,2,0,5,0,5,2,3,1,0,0,17,0,4,90,0.16657930002050442,-0.4828669390730557,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,2.3231199999999994,55.94600000000002,206.05138394,35.010000000000005,8.072731091493441,4.668690592233905,3.742805273681329,2.70675183714454,1.994220175178565,8.889227672421168,5.398987335574128,4.271252961536985,3.249321687421614,2.5742930427099866,0.4,-1.16,8.173359972682556,2.6669696142509682,0.9732248335041932,86.04238939499157,1,2,0,1,0,4,0,4,2,3,0,0,0,14,0,3,72,0.12516492409620192,-0.489994001535021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3.1369000000000016,87.10270000000006,291.151766672,44.290000000000006,12.30998684758606,7.250589678376494,5.2270180475032575,3.827713964712189,2.7314989706496706,13.126483428513787,7.980886421716717,5.7554657353589125,4.3702838149892616,3.2659282917223287,0.5714285714285714,-1.56,13.424313785563015,5.438441930529301,2.0769056703600834,123.45814214708594,1,2,0,0,0,6,1,6,2,3,5,0,0,20,1,5,108,0.12967138254540975,-0.3814520289086541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.4481,65.39470000000003,235.077933036,47.040000000000006,9.11670116586346,5.4860649067797125,3.917822795740295,2.9503730486716235,2.1134685912858493,9.933197746791187,6.216361650119934,4.446270483595951,3.4788207365272794,2.69907093055187,0.4545454545454545,-1.36,9.83701137204142,3.8995417443262017,1.4272408514632862,97.95719369299627,1,2,0,0,0,5,1,5,2,3,1,0,0,16,1,4,84,0.1279249679319492,-0.4931443090705668,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3.1369000000000016,87.10270000000006,291.151766672,44.290000000000006,12.30998684758606,7.250589678376494,5.280843688643126,3.654121383111996,2.8106726552580352,13.126483428513787,7.980886421716717,5.8092913764987815,4.1966912333890685,3.3451019763306924,0.5714285714285714,-1.56,13.424313785563015,5.438441930529301,2.0769056703600834,123.45814214708594,1,2,0,0,0,6,1,6,2,3,5,0,0,20,1,5,108,0.12967120584318406,-0.3814625221880919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.7132200000000006,60.56300000000003,220.06703400400002,35.010000000000005,8.779837872679991,5.206695394694691,3.9624448145472937,3.0677892636070694,2.124916740131059,9.596334453607717,5.9369921380349115,4.490892502402949,3.6103591138841433,2.7049896076624806,0.4545454545454545,-1.16,9.094017447199263,3.16705733975947,1.2429890290664487,92.4073315093882,1,2,0,1,0,4,0,4,2,3,1,0,0,15,0,3,78,0.1251808026038279,-0.4897157504746393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,2.6729000000000003,71.78070000000005,265.08849772,56.27000000000001,10.3951929443304,6.118596653247197,4.377032812348767,2.8137312964592884,1.964659817684668,11.211689525258127,6.848893396587418,4.905480500204422,3.356301146736362,2.4990891387573253,0.5,-1.56,11.52589268825199,4.605309060448,1.8607758053911907,109.43568103689972,1,2,0,1,0,6,1,6,2,3,3,0,0,18,1,5,96,0.18676640769095587,-0.4856766399178684,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.36642,65.51470000000003,235.077933036,47.040000000000006,9.332244115487287,5.46937480936991,3.897906773672241,2.9490088149384928,2.2452170911897014,10.148740696415011,6.1996715527101305,4.426354461527897,3.4774565027941478,2.8504957197257506,0.4545454545454545,-1.36,9.83701137204142,3.5894434137291285,1.2087982012036396,97.95719369299627,1,2,0,0,0,5,1,5,2,3,2,0,0,16,1,4,84,0.12945541365430016,-0.4925112170843034,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2.1403,64.68270000000003,239.072847656,56.27000000000001,9.403629112767677,4.951990733068781,3.0979203824884034,2.2233393382191635,1.5814068796742782,10.220125693695405,5.682287476409003,3.626368070344059,2.765909188496237,2.115836200746936,0.4,-1.5599999999999998,10.941355741093721,4.524707061706391,1.6470521660871866,97.71162796163573,0,2,0,0,0,6,1,6,1,2,4,0,0,16,1,5,86,0.1859299351304361,-0.4908228888399499,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.7468000000000004,82.48570000000005,277.136116608,44.290000000000006,11.602880066399512,6.766050458300102,4.762180876354906,3.6271510975948864,2.7718473536994344,12.419376647327239,7.496347201640321,5.290628564210562,4.1697209478719595,3.3062766747720937,0.5384615384615384,-1.5599999999999998,12.472616979119039,4.8454846386203565,1.816588524973801,117.09320003268934,1,2,0,0,0,6,1,6,2,3,4,0,0,19,1,5,102,0.12966123354369202,-0.3845266274856416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.9928000000000012,87.03270000000003,291.151766672,44.290000000000006,12.47312355440259,7.121892505956668,5.614995114557332,3.7191619274227175,2.907624248452501,13.289620135330315,7.852189249296888,6.143442802412987,4.261731777699792,3.4420535695251613,0.5714285714285714,-1.56,13.424313785563015,5.08698914389221,1.984487211997528,123.45814214708594,1,2,0,0,0,6,1,6,2,3,4,0,0,20,1,5,108,0.1296612335545475,-0.3845266274813003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.5288000000000004,71.71070000000003,265.08849772,56.27000000000001,10.558329651146932,5.968620083990335,4.672107525932513,3.1332245456345493,2.0379782655373977,11.37482623207466,6.6989168273305575,5.200555213788169,3.6757943959116233,2.5724075866100553,0.5,-1.56,11.52589268825199,4.2757614599359135,1.6768411308007856,109.43568103689972,1,2,0,1,0,6,1,6,2,3,2,0,0,18,1,5,96,0.18643178796314924,-0.4836164348885774,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.3645,79.71900000000005,278.120132196,41.49000000000001,11.674265063679904,6.441866823215495,5.118201723957207,3.6623595658390333,2.6423184914736333,12.490761644607632,7.1721635665557155,5.646649411812862,4.204929416116107,3.1683720657125227,0.5384615384615384,-1.56,12.472616979119039,4.5218983341209835,1.816588524973801,116.65688307858817,1,2,0,0,0,6,0,6,2,3,2,0,0,19,0,5,102,0.17281199446024992,-0.4921075430177469,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3.1353000000000018,87.08070000000004,291.151766672,44.290000000000006,12.47312355440259,7.171309982031523,5.400321389665222,3.9936509318469415,2.687672237265728,13.289620135330315,7.901606725371742,5.928769077520879,4.536220782124016,3.2221015583383847,0.5714285714285714,-1.56,13.424313785563015,5.08698914389221,1.984487211997528,123.45814214708594,1,2,0,1,0,6,1,6,2,3,4,0,0,20,1,5,108,0.1296792104123555,-0.3790084246530616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3.8779000000000017,75.52870000000004,259.114318544,37.81,10.570260194965396,6.910715839184594,5.5201016308766135,4.455748030707664,3.6932977486379963,11.386756775893122,7.641012582524817,6.0485493187322685,4.998317880984739,4.227727069710655,0.5714285714285714,-1.16,10.73418574401665,3.9176473632384328,1.3527478839822251,110.93264365314995,2,2,0,2,2,4,1,4,1,4,3,0,1,18,1,3,94,0.1276836097387957,-0.3829730760393119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1.5764999999999998,68.63470000000004,235.08916641599998,44.290000000000006,9.481559722839869,5.113808554893247,4.0385740786049285,2.9708007737461144,2.281007483064203,10.298056303767595,5.844105298233467,4.567021766460583,3.513370624023188,2.8154368041368607,0.4,-1.56,9.650773083275613,3.2137035718523776,1.1018073655065774,97.99837368949949,1,2,0,0,0,6,1,6,2,3,1,0,0,16,1,5,84,0.12966105239367606,-0.3845267692333311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.8468000000000013,76.56370000000005,279.104147784,56.27000000000001,11.154705968324244,6.669280870383201,4.450492631433511,3.2000193088214206,2.336086894843097,11.971202549251972,7.399577613723421,4.9789403192891655,3.728466996677076,2.91462815289841,0.5384615384615384,-1.56,12.472616979119039,5.205089376025297,1.9961662393226107,115.80062315129636,1,2,0,0,0,6,1,6,2,3,4,0,0,19,1,5,102,0.18670805336592056,-0.48568045325485604,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3.328120000000001,71.56600000000005,264.093248752,44.24000000000001,10.765436432333482,6.333408524248744,4.589885757787769,3.468285917724964,2.425254835914545,11.581933013261207,7.063705267588966,5.118333445643424,4.010855768002038,3.0053277034459667,0.5384615384615384,-1.36,11.714803367164619,4.387759596716938,1.6491585808171618,110.25076096768828,1,2,0,2,0,5,0,5,2,3,2,0,0,18,0,4,96,0.16657988130457316,-0.4825858265420909,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,2.3316,79.14100000000005,278.120132196,41.49,11.295585407239551,6.583217371361855,4.7549639818041936,3.431735680695563,2.5280990719947063,12.112081988167276,7.313514114702076,5.2834116696598485,3.9884276933940552,3.037322632062736,0.5384615384615384,-1.4,12.624573094543939,5.303213610586012,2.2564381185593314,116.65688307858818,1,2,0,0,0,6,0,6,2,3,5,0,0,19,0,5,102,0.1065096956242806,-0.3828516066711152,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.4551000000000007,71.92470000000003,265.08849772,56.27000000000001,10.610735893954226,6.041246384057572,4.3162650927660735,3.1035245431349376,2.2744393442159248,11.427232474881954,6.771543127397794,4.8447127806217285,3.631972230990594,2.8529806022712387,0.5,-1.56,11.52589268825199,4.2757614599359135,1.5188897005113229,109.43568103689972,1,2,0,1,0,6,1,6,2,3,2,0,0,18,1,5,96,0.1867259568712556,-0.4836326876291953,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,2.3293,68.12970000000003,247.077933036,47.040000000000006,9.832244115487287,5.865821418776635,5.355013554858786,3.7446730595013213,2.9029147188773163,10.648740696415011,6.5961181621168565,5.883461242714442,4.273120747356977,3.481455976932632,0.5,-1.36,9.647773213726538,2.9012977114848417,1.075271515112287,103.3163046538636,2,2,0,0,0,5,1,5,3,4,0,0,0,17,1,4,88,0.1303586478227296,-0.4924763768896847,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.4551,71.92470000000003,265.08849772,56.27000000000001,10.610735893954226,6.041246384057572,4.3162650927660735,3.103524543134938,2.2771821045823293,11.427232474881954,6.771543127397794,4.84471278062173,3.631972230990594,2.8557233626376424,0.5,-1.56,11.52589268825199,4.2757614599359135,1.5188897005113229,109.43568103689972,1,2,0,1,0,6,1,6,2,3,2,0,0,18,1,5,96,0.1870497447540596,-0.4853830396266649,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2.3040000000000003,62.89170000000003,223.077933036,47.04,8.995380822303819,4.812744843835311,3.1699318378496155,2.4451611898865764,1.680922354597261,9.811877403231543,5.543041587175533,3.6983795257052714,2.973608877742232,2.2665246938632837,0.4,-1.3600000000000003,10.167785242915583,4.020070308274743,1.5242380819284338,92.59808273212887,0,2,0,0,0,5,1,5,1,2,3,0,0,15,1,4,80,0.1279247755184342,-0.4963114626301649,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,2.2011199999999995,67.28370000000002,251.072847656,56.27000000000001,9.90362911276768,5.480586212277751,4.109158311579527,2.8858342035830713,2.0449960329596606,10.720125693695406,6.210882955617971,4.6376059994351815,3.4142818914387263,2.6502746614957102,0.4545454545454545,-1.56,10.584947815840415,3.7311510318799037,1.4365943081436252,103.07073892250312,1,2,0,1,0,6,1,6,2,3,1,0,0,17,1,5,90,0.18671475664456375,-0.4836328156272622,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2.911900000000001,67.36470000000003,237.0935831,47.04,9.486944653866537,5.3900951130249375,3.5872444800974352,2.416081972981549,1.5165542421057203,10.303441234794263,6.120391856365157,4.115692167953092,2.9586518232586227,2.058044644389088,0.4545454545454545,-1.36,11.13515636344608,5.115512288924943,2.2416972403090387,98.9630248465255,0,2,0,0,0,5,1,5,1,2,5,0,0,16,1,4,86,0.12764868478914948,-0.4966021564608419,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2.7132200000000006,60.56300000000002,220.06703400400002,35.010000000000005,8.779837872679991,5.206695394694691,3.974003206900796,2.999747881863092,2.1264407729744397,9.596334453607717,5.9369921380349115,4.5024508947564525,3.542317732140165,2.706513640505862,0.4545454545454545,-1.16,9.094017447199263,3.16705733975947,1.2429890290664487,92.4073315093882,1,2,0,1,0,4,0,4,2,3,1,0,0,15,0,3,78,0.12782342029682425,-0.4894466140804839,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,2.4030000000000005,65.48270000000002,235.077933036,47.040000000000006,9.495380822303815,5.236064906779713,4.681259522509134,3.036911484627455,2.206417659868147,10.311877403231543,5.966361650119934,5.2097072103647895,3.5653591724831104,2.7731138231561427,0.4545454545454545,-1.36,9.83701137204142,3.070719007295584,1.147040623432738,97.95719369299624,1,2,0,0,0,5,1,5,2,3,1,0,0,16,1,4,84,0.1279494292074239,-0.4922067702916997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
