Index,smiles,complexity,atoms,DelE_red(V),MW
0,Cc1c2c(cc3nsnc13)N(C)CCN2CCN(C)C,8,20,1.27,291.1517667
1,CCN1CCN(CCOC)c2c1cc1nsnc1c2C,7,20,1.27,292.1357823
2,CCNc1c2c(cc3nsnc13)N(C)CCN2C(C)C,6,20,1.24,291.1517667
3,CCCN1CCN(CC)c2cc3nsnc3c(NCC)c21,6,21,1.22,305.1674167
4,CCNc1c2c(cc3nsnc13)N(CC)CCN2C(C)C,6,21,1.2,305.1674167
5,CCCNc1c2c(cc3nsnc13)N(CC)CCN2C,6,20,1.39,291.1517667
6,CCNc1c2c(cc3nsnc13)N(C(C)CC)CCN2C,6,21,1.22,305.1674167
7,Cc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,6,19,1.27,276.1408676
8,CCCNc1c2c(cc3nsnc13)N(C)CCN2CCC,6,21,1.28,305.1674167
9,CC(C)Nc1c2c(cc3nsnc13)N(C(C)C)CCN2C,6,21,1.24,305.1674167
10,CCN1CCN(C(C)C)c2cc3nsnc3c(C)c21,6,19,1.26,276.1408676
11,CNc1c2c(cc3nsnc13)N(C(C)C)CCN2C,6,19,1.22,277.1361166
12,CCC(C)N1CCN(C)c2cc3nsnc3c(NC)c21,6,20,1.18,291.1517667
13,CCNc1c2c(cc3nsnc13)N(C(C)C)CCN2C,6,20,1.23,291.1517667
14,CCCNc1c2c(cc3nsnc13)N(C)CCN2CC,6,20,1.14,291.1517667
15,CCCN1CCN(C)c2cc3nsnc3c(NC)c21,6,19,1.26,277.1361166
16,CC(C)CNc1c2c(cc3nsnc13)N(C)CCN2C,6,20,1.24,291.1517667
17,CC(C)N1c2cc3nsnc3cc2CC1C,3,16,1.29,233.0986685
18,CCCN1CCN(C(C)C)c2cc3nsnc3c(NC)c21,6,21,1.35,305.1674167
19,CCN1CCN(CC)c2c1cc1nsnc1c2NC,6,19,1.27,277.1361166
20,CC(C)Nc1c2c(cc3nsnc13)N(C)CCN2C(C)C,6,21,1.49,305.1674167
21,CCN1CCN(CC(C)C)c2cc3nsnc3c(NC)c21,6,21,1.3,305.1674167
22,CCCNc1c2c(cc3nsnc13)N(C)CCN2C(C)C,6,21,1.08,305.1674167
23,CCCN1CCN(C(C)C)c2c1cc1nsnc1c2NC,6,21,1.19,305.1674167
24,CCN1CCN(C(C)C)c2cc3nsnc3c(NC)c21,6,20,1.18,291.1517667
25,CCN1CCN(C)c2cc3nsnc3c(NCCOC)c21,7,21,1.35,307.1466813
26,CCCCN1CCN(CC)c2cc3nsnc3c(NC)c21,6,21,1.36,305.1674167
27,CCCN1CCN(C(C)C)c2c1cc1nsnc1c2CC,6,21,1.38,304.1721678
28,CNc1c2c(cc3nsnc13)N(C)CCC2,5,16,1.28,234.0939174
29,CCCN1CCN(C)c2cc3nsnc3c(NCC)c21,6,20,1.37,291.1517667
30,CCNc1c2c(cc3nsnc13)N(CC)CCN2C,6,19,1.23,277.1361166
31,CCCN1CCN(CC)c2c1cc1nsnc1c2C,6,19,1.23,276.1408676
32,CCCNc1c2c(cc3nsnc13)N(C)CCN2C,6,19,1.24,277.1361166
33,CCNc1c2c(cc3nsnc13)N(C)CCN2CC,6,19,1.21,277.1361166
34,CCN(C)c1c2c(cc3nsnc13)N(C(C)C)CCN2C,7,21,1.16,305.1674167
35,CCCCNc1c2c(cc3nsnc13)N(CC)CCN2C,6,21,1.18,305.1674167
36,CCc1c2c(cc3nsnc13)N(CC)CCN2C(C)CC,6,21,1.22,304.1721678
37,CCc1c2c(cc3nsnc13)N(CC)CCN2CC,6,19,1.25,276.1408676
38,CCN1CCN(CC)c2c1cc1nsnc1c2C,6,18,1.31,262.1252176
39,CCC(C)N1CCN(CC)c2cc3nsnc3c(NC)c21,6,21,1.17,305.1674167
40,CCN1CCN(CC(C)C)c2c1cc1nsnc1c2NC,6,21,1.34,305.1674167
41,CCCN1CCN(C)c2c1cc1nsnc1c2NC(C)C,6,21,1.19,305.1674167
42,CCN1CCN(C)c2cc3nsnc3c(C)c21,6,17,1.24,248.1095675
43,CCCN1CCN(C)c2c1cc1nsnc1c2NC,6,19,1.23,277.1361166
44,COCCNc1c2c(cc3nsnc13)N(C)CCN2C,7,20,1.16,293.1310312
45,CCc1c2c(cc3nsnc13)N(C)CCN2C(C)C,6,19,1.29,276.1408676
46,CCCN1CCN(C(C)CC)c2c1cc1nsnc1c2C,6,21,1.17,304.1721678
47,CCCCN1CCN(CC)c2c1cc1nsnc1c2CC,6,21,1.16,304.1721678
48,CCCN1CCN(CC)c2c1cc1nsnc1c2CC,6,20,1.26,290.1565177
49,CNc1c2c(cc3nsnc13)N(C)CCN2C,6,17,1.24,249.1048165
50,CCC(C)N1CCN(C)c2c1cc1nsnc1c2NC,6,20,1.11,291.1517667
51,CCCCN1CCN(C(C)C)c2c1cc1nsnc1c2C,6,21,1.16,304.1721678
52,CCNc1c2c(cc3nsnc13)N(CC)CCN2CC,6,20,1.3,291.1517667
53,CNc1c2c(cc3nsnc13)N(C)CCN2CCOC,7,20,1.16,293.1310312
54,CCCCN1CCN(C(C)CC)c2cc3nsnc3cc21,4,21,1.05,304.1721678
55,CCCN1CCN(CC)c2c1cc1nsnc1c2C(C)C,6,21,1.3,304.1721678
56,CCCc1c2c(cc3nsnc13)N(CC)CCN2C(C)C,6,21,1.27,304.1721678
57,CCN1CCN(C)c2c1cc1nsnc1c2NC(C)C,6,20,0.98,291.1517667
58,CCCCN1CCN(C)c2cc3nsnc3c(NC)c21,6,20,1.22,291.1517667
59,CCOCCN1CCN(C)c2cc3nsnc3c(C)c21,7,20,1.41,292.1357823
60,CCN1CN(CCOC)c2c1cc1nsnc1c2C,7,19,1.02,278.1201322
61,CCc1c2c(cc3nsnc13)N(C)CCN2C(C)CC,6,20,1.26,290.1565177
62,CCNc1cc(N(C)CC)cc2nsnc12,5,16,1.23,236.1095675
63,CCCOC1N(CC)c2cc3nsnc3cc2N1CC,6,20,1.08,292.1357823
64,CCN1CCN(C)c2cc3nsnc3c(C(C)C)c21,6,19,1.23,276.1408676
65,CCC(C)N1CCN(C)c2c1cc1nsnc1c2C,6,19,1.3,276.1408676
66,CCCN1CCN(CC)c2cc3nsnc3c(NC)c21,6,20,1.19,291.1517667
67,CCCN1CCN(CC)c2c1cc1nsnc1c2NCC,6,21,1.17,305.1674167
68,CCCOC1N(C)c2cc3nsnc3cc2N1CC,6,19,1.15,278.1201322
69,CCCOC1N(C)c2cc3nsnc3cc2N1C(C)C,6,20,1.1,292.1357823
70,CCCN1CCN(C)c2cc3nsnc3c(C)c21,6,18,1.2,262.1252176
71,CC(C)Nc1c2c(cc3nsnc13)N(C)CCN2C,6,19,1.24,277.1361166
72,CNc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,6,20,1.35,291.1517667
73,CCCCN1CCN(CC)c2cc3nsnc3c(CC)c21,6,21,1.31,304.1721678
74,CCCN1CCN(C(C)C)c2cc3nsnc3cc21,4,19,1.18,276.1408676
75,CCCN1CCN(CC)c2c1cc1nsnc1c2NC,6,20,1.12,291.1517667
76,CCOC1N(C)c2cc3nsnc3cc2N1C(C)C,6,19,1.11,278.1201322
77,CCOC1N(C)c2cc3nsnc3cc2N1C(C)CC,6,20,1.11,292.1357823
78,CCCCN1CCN(C(C)C)c2cc3nsnc3cc21,4,20,1.13,290.1565177
79,CCC(C)N1CCN(C)c2cc3nsnc3c(C)c21,6,19,1.22,276.1408676
80,CCCCN1CCN(C)c2cc3nsnc3c(C)c21,6,19,1.13,276.1408676
81,CCCN1c2cc3nsnc3cc2N(C)C1OC(C)C,6,20,1.12,292.1357823
82,CCN1c2cc3nsnc3cc2N(CC)C1OC,6,18,0.89,264.1044821
83,CCN1CCN(C)c2c1cc1nsnc1c2NC,6,18,1.23,263.1204665
84,CCCc1c2c(cc3nsnc13)N(C)CCN2C(C)CC,6,21,1.19,304.1721678
85,CCCCN1CCN(C)c2cc3nsnc3c(CC)c21,6,20,1.38,290.1565177
86,Cc1c2c(cc3nsnc13)N(C)CCN2C(C)C,6,18,1.15,262.1252176
87,CCN1CCc2c1cc1nsnc1c2C,5,15,1.26,219.0830184
88,CNc1c2c(cc3nsnc13)N(CC(C)C)CCN2C,6,20,1.21,291.1517667
89,CCNc1c2c(cc3nsnc13)N(C)CCN2CCOC,7,21,1.22,307.1466813
90,CCN1CCN(CC)c2c1c(C)c1nsnc1c2NC,8,20,1.29,291.1517667
91,CCC(C)Nc1c2c(cc3nsnc13)N(C)CCN2C,6,20,1.19,291.1517667
92,CCN1CC(C)c2c1cc1nsnc1c2C,5,16,1.19,233.0986685
93,Cc1c2c(cc3nsnc13)N(C)C(C)CC2,5,16,1.27,233.0986685
94,CCCN1CCN(C)c2c1cc1nsnc1c2C,6,18,1.24,262.1252176
95,CCN1CCN(CC(C)C)c2cc3nsnc3c(C)c21,6,20,1.38,290.1565177
96,CCCCN1CCN(C)c2cc3nsnc3c(CCC)c21,6,21,0.92,304.1721678
97,CCc1c2c(cc3nsnc13)N(CC)CCO2,4,17,1.27,249.0935831
98,CCN1c2cc3nsnc3cc2N(CC(C)C)C1OC,6,20,0.96,292.1357823
99,CCC(C)Nc1c2c(cc3nsnc13)N(C)CCN2CC,6,21,1.37,305.1674167
100,CCCOC1N(C)c2cc3nsnc3cc2N1CCC,6,20,1.12,292.1357823
101,CCC(C)c1c2c(cc3nsnc13)N(CC)CCN2C,6,20,1.24,290.1565177
102,CCN1CCN(CC(C)C)c2c1cc1nsnc1c2C,6,20,1.19,290.1565177
103,CCCN1CCN(C(C)C)c2cc3nsnc3c(C)c21,6,20,1.19,290.1565177
104,CCOC1N(CC)c2cc3nsnc3cc2N1C(C)C,6,20,1.14,292.1357823
105,CCOC1N(C)c2cc3nsnc3c(C)c2N1CC,8,19,0.84,278.1201322
106,CNc1c2c(cc3nsnc13)N(C)C(C)C2,5,16,1.2,234.0939174
107,CCC(C)N1c2cc3nsnc3cc2CC1C,3,17,1.32,247.1143185
108,CCCN1CCN(CCC)c2c1cc1nsnc1c2C,6,20,1.25,290.1565177
109,CCCN1CCN(CC)c2c1c(C)c1nsnc1c2C,8,20,1.36,290.1565177
110,COCCN1CCN(C)c2cc3nsnc3c(C)c21,7,19,1.21,278.1201322
111,CNc1c2c(cc3nsnc13)N(C)CCN2C(C)C,6,19,1.21,277.1361166
112,COc1c2c(cc3nsnc13)N(CC(C)C)CCN2C,6,20,1.25,292.1357823
113,CCN1CCN(C)c2c1cc1nsnc1c2NCCOC,7,21,0.96,307.1466813
114,CCN1CCc2c1cc1nsnc1c2NC,5,16,1.29,234.0939174
115,Cc1c2c(cc3nsnc13)N(C(C)C)CCO2,4,17,1.29,249.0935831
116,CCNc1c2c(cc3nsnc13)N(C)CCO2,4,17,1.28,250.0888321
117,CCCN1CCN(CC)c2cc3nsnc3c(N(C)C)c21,7,21,1.21,305.1674167
118,CCN1CCOc2c1cc1nsnc1c2C,4,16,1.26,235.077933
119,CCN1CCOc2c1cc1nsnc1c2NC,4,17,1.26,250.0888321
120,CCCN1c2cc3nsnc3cc2N(C)C1OC,6,18,1.12,264.1044821
121,CC(C)CN1c2cc3nsnc3cc2CC1C,3,17,1.28,247.1143185
122,CCN1CCN(C)c2cc3nsnc3c(NC)c21,6,18,1.23,263.1204665
123,COc1cc2nsnc2c2c1CCCN2C,5,16,1.35,235.077933
124,CC(C)CN1CCc2cc3nsnc3cc21,3,16,1.27,233.0986685
125,CNc1c2c(cc3nsnc13)N(C)CC2C,5,16,1.19,234.0939174
126,CCC(C)N1CN(C(C)CC)c2cc3nsnc3cc21,4,20,1.06,290.1565177
127,Cc1c2c(cc3nsnc13)N(CC(C)C)CN2C(C)C,6,20,1.09,290.1565177
128,CCCNc1c2c(cc3nsnc13)N(C(C)C)CCN2C,6,21,1.24,305.1674167
129,CCN1CCN(CCOC)c2cc3nsnc3c(NC)c21,7,21,1.21,307.1466813
130,CNc1c2c(cc3nsnc13)N(C)CC2,5,15,1.31,220.0782674
131,CCOc1cc2nsnc2c2c1C(C)CCN2,4,17,1.37,249.0935831
132,CCCOc1cc2nsnc2c2c1CCCN2,4,17,1.36,249.0935831
133,CCCCN1CCN(C)c2c1cc1nsnc1c2C,6,19,1.22,276.1408676
134,CCN1c2c(cc3nsnc3c2C)N(C)C1OC,8,18,1.14,264.1044821
135,CCC(C)N1CN(CC)c2c1cc1nsnc1c2C,6,19,1.13,276.1408676
136,CCNc1c2c(cc3nsnc13)N(C(C)CC)CN2C,6,20,1.03,291.1517667
137,CCN1c2cc3nsnc3c(C)c2N(C)C1OC,8,18,1.22,264.1044821
138,CCN1CN(CC)c2c1c(C)c1nsnc1c2C,8,18,1.01,262.1252176
139,CCN(C)c1cc2nsnc2c2c1OCCN2,4,17,1.54,250.0888321
140,CCOC1N(C)c2cc3nsnc3cc2N1CC(C)C,6,20,1.1,292.1357823
141,CCCN1CCN(CC(C)C)c2cc3nsnc3c(C)c21,6,21,1.25,304.1721678
142,CCCCN1CN(CCCC)c2cc3nsnc3cc21,4,20,1.13,290.1565177
143,COc1cc2nsnc2c2c1CCCN2,4,15,1.36,221.062283
144,CCCN1CN(CC)c2c1c(C)c1nsnc1c2C,8,19,1.15,276.1408676
145,CCCN1CN(CC)c2c1cc1nsnc1c2C,6,18,1.1,262.1252176
146,CNc1c2c(cc3nsnc13)N(C)CCO2,4,16,1.27,236.073182
147,COc1cc2nsnc2c2c1C(C)CCN2,4,16,1.38,235.077933
148,COC1N(C)c2cc3nsnc3c(C)c2N1C(C)C,8,19,0.8,278.1201322
149,CCCN1CCN(C)c2c1cc1nsnc1c2N(C)CC,7,21,1.32,305.1674167
150,CC(C)Oc1cc(N(C)C)c2nsnc2c1,5,16,1.29,237.0935831
151,CCCN1CN(C)c2c1cc1nsnc1c2NCC,6,19,1.22,277.1361166
152,CCNc1c(C)c(OCC)cc2nsnc12,6,16,1.67,237.0935831
153,CCN1CN(CC)c2cc3nsnc3cc21,4,16,1.12,234.0939174
154,CCNc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,6,21,1.35,305.1674167
155,CCCN1CN(C(C)C)c2cc3nsnc3c(NC)c21,6,20,1.08,291.1517667
156,CCN1CN(C(C)C)c2cc3nsnc3c(NC)c21,6,19,1.01,277.1361166
157,CCCN1CCN(CC)c2c1cc1nsnc1c2N(C)C,7,21,1.21,305.1674167
158,CNc1c(C)c(OC(C)C)cc2nsnc12,6,16,1.36,237.0935831
159,CCCCN1CN(C(C)CC)c2cc3nsnc3cc21,4,20,0.78,290.1565177
160,CC(C)OC1N(C)c2cc3nsnc3cc2N1C(C)C,6,20,1.11,292.1357823
161,CCC(C)N1CN(CC)c2c1cc1nsnc1c2NC,6,20,1.29,291.1517667
162,CCC(C)N1c2cc3nsnc3cc2N(CC)C1OC,6,20,1.15,292.1357823
163,COc1cc2nsnc2c2c1OCCCC2,4,16,1.61,236.0619486
164,CCCN1CN(CC)c2cc3nsnc3cc21,4,17,1.03,248.1095675
165,CCOc1cc2nsnc2cc1OCC,4,15,1.53,224.0619486
166,CCOc1cc(N(C)C)c2nsnc2c1,5,15,1.22,223.077933
167,CC1Cc2c(c3c(c4nsnc24)NCCC3)O1,4,17,1.36,247.077933
168,COc1cc2nsnc2c2c1OC(C)CC2,4,16,1.36,236.0619486
169,CCCCN1CN(C)c2c1cc1nsnc1c2NCC,6,20,1,291.1517667
170,CCNc1c2c(cc3nsnc13)N(C)CCN2C(C)CC,6,21,1.18,305.1674167
171,CCNc1c(C)c(OC)cc2nsnc12,6,15,1.58,223.077933
172,Cc1cc2nsnc2c2c1C(C)CCN2,4,15,1.32,219.0830184
173,CCC(C)N1CN(C)c2c1cc1nsnc1c2NC,6,19,1.2,277.1361166
174,CCOc1cc2nsnc2c(NC)c1C,6,15,1.32,223.077933
175,CCC(C)N1CN(CC)c2cc3nsnc3c(NC)c21,6,20,1.38,291.1517667
176,CCN1CN(CC(C)C)c2cc3nsnc3cc21,4,18,1.14,262.1252176
177,CCCN1CN(C)c2c1cc1nsnc1c2NC(C)C,6,20,1.22,291.1517667
178,CCCCN1c2cc3nsnc3cc2N(CC)C1OC,6,20,1.1,292.1357823
179,Cc1cc2nsnc2c2c1CCC(C)N2,4,15,1.48,219.0830184
180,COc1cc2nsnc2c2c1CC(C)CN2,4,16,1.29,235.077933
181,CCN1CN(C(C)C)c2cc3nsnc3cc21,4,17,1.05,248.1095675
182,COc1cc2nsnc2cc1OCC(C)C,4,16,1.37,238.0775987
183,CNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,6,19,1.24,277.1361166
185,CCOCCN1CCN(C)c2cc3nsnc3c(CC)c21,7,21,1.3,306.1514323
186,CCCN1CCN(C(C)C)c2cc3nsnc3c(OC)c21,6,21,1.42,306.1514323
187,CCNc1cc(OCC(C)C)cc2nsnc12,4,17,1.37,251.1092332
188,CCOC1N(C)c2cc3nsnc3cc2N1CC,6,18,1.14,264.1044821
189,CCNc1cc(OCC)cc2nsnc12,4,15,1.43,223.077933
190,CNc1c(N(C)C)c(OC)cc2nsnc12,7,16,1.21,238.0888321
191,CCCOc1cc2nsnc2c(NC)c1C,6,16,1.36,237.0935831
192,CC(C)CN1CN(C(C)C)c2cc3nsnc3cc21,4,19,1.03,276.1408676
193,CCN1c2cc3nsnc3c(C)c2N(CC)C1OC,8,19,1.16,278.1201322
194,CCc1c2c(cc3nsnc13)N(CC)CN2C(C)C,6,19,1.08,276.1408676
195,CCC1Oc2c(cc3nsnc3c2N(C)C)OC1C,7,19,1.44,279.1041478
196,CCCCN1CN(C(C)C)c2cc3nsnc3cc21,4,19,1.13,276.1408676
197,CCN1CN(CC(C)C)c2c1cc1nsnc1c2NC,6,20,1.24,291.1517667
198,CCc1c2c(cc3nsnc13)N(CC(C)C)CN2CC,6,20,1.2,290.1565177
199,CCCCN1CCN(C)c2c1c(C)c1nsnc1c2NC,8,21,1.52,305.1674167
200,CCN(CC)c1c2c(cc3nsnc13)OCC(C)O2,5,19,1.53,279.1041478
201,C1CNc2c(c3c(c4nsnc24)CCO3)C1,4,16,1.37,233.062283
202,CCN1CCN(C)c2c1c(NC)c1nsnc1c2C,8,19,1.27,277.1361166
203,CCCCN1CN(CC)c2c1cc1nsnc1c2C,6,19,1.14,276.1408676
204,COC1N(C)c2c(cc3nsnc3c2C)N1C(C)C,8,19,1.21,278.1201322
205,CCNc1c2c(c(C)c3nsnc13)N(CC)CCN2C,8,20,1.28,291.1517667
206,CCCc1c2c(cc3nsnc13)N(CCC)CN2CC,6,20,1.04,290.1565177
207,CCN1CN(C)c2c1c(C)c1nsnc1c2NC,8,18,1.17,263.1204665
208,CCN1c2cc3nsnc3cc2N(C)C1OC(C)C,6,19,1.14,278.1201322
209,CCc1c2c(cc3nsnc13)N(CC)C(OC)N2C,8,19,1.14,278.1201322
210,CCOc1cc(NCC(C)C)c2nsnc2c1,4,17,1.45,251.1092332
211,CCc1c2c(c(NC)c3nsnc13)N(C)CCN2CC,8,20,1.36,291.1517667
212,CCCCN1CN(C(C)C)c2c1cc1nsnc1c2C,6,20,1.01,290.1565177
213,CNc1c2c(c(C)c3nsnc13)N(C)CCN2C(C)C,8,20,1.26,291.1517667
214,CCOC1N(C)c2cc3nsnc3c(NC)c2N1C,8,19,1.14,279.1153812
215,COc1cc2nsnc2c(NC(C)C)c1C,6,16,1.07,237.0935831
216,CNc1c(C(C)C)c(OC)cc2nsnc12,6,16,1.34,237.0935831
217,CNc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,8,19,1.2,277.1361166
218,CC1CCNc2c1c1c(c3nsnc23)CCO1,4,17,1.32,247.077933
219,CCNc1cc(OC)cc2nsnc12,4,14,1.51,209.062283
220,CCCc1c2c(cc3nsnc13)N(C(C)C)CN2CC,6,20,1.14,290.1565177
221,COc1c2c(cc3nsnc13)N(C(C)C)CCN2C,6,19,1.26,278.1201322
222,CCC(C)N1CCN(C)c2c1c(NC)c1nsnc1c2C,8,21,1.26,305.1674167
223,Cc1c2c(cc3nsnc13)N(C(C)C)CN2C(C)C,6,19,0.95,276.1408676
224,CCNc1c2c(cc3nsnc13)OCCC2,4,16,1.44,235.077933
225,CCCc1c(OC)cc2nsnc2c1NC,6,16,1.38,237.0935831
226,CNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,6,19,0.9,277.1361166
227,CCc1c2c(cc3nsnc13)N(C(C)CC)CN2C,6,19,1,276.1408676
228,CCc1c2c(c(C)c3nsnc13)N(CC)CN2CC,8,19,1.07,276.1408676
229,CCc1c2c(cc3nsnc13)N(CC)CN2CC,6,18,1.11,262.1252176
230,CCCNc1c2c(cc3nsnc13)OCCC2,4,17,1.45,249.0935831
231,CCC(C)N1CN(CC)c2cc3nsnc3c(C)c21,6,19,1.13,276.1408676
232,CCOc1cc(NC(C)C)c2nsnc2c1,4,16,1.59,237.0935831
233,COc1cc2nsnc2c2c1CCCCN2,4,16,1.42,235.077933
234,CCNc1c(CC)c(C)cc2nsnc12,6,15,1.49,221.0986685
235,CCC(C)N1CN(C)c2c1c(C)c1nsnc1c2C,8,19,0.99,276.1408676
236,CCOc1cc(NC(C)CC)c2nsnc2c1,4,17,1.23,251.1092332
237,CCNc1c2c(cc3nsnc13)OCC(C)C2,4,17,1.43,249.0935831
238,CCCCN1CN(CCC)c2c1cc1nsnc1c2C,6,20,1,290.1565177
239,CCN1c2c(ccc3nsnc23)CCC1C,3,16,1.52,233.0986685
240,CCNc1cc(OC(C)CC)cc2nsnc12,4,17,1.35,251.1092332
241,CCCN1CN(CC(C)C)c2cc3nsnc3cc21,4,19,1.12,276.1408676
242,Cc1c2c(cc3nsnc13)N(C(C)C)CN2C,6,17,1.13,248.1095675
243,CC(C)CN1CN(CC(C)C)c2cc3nsnc3cc21,4,20,1.1,290.1565177
244,CNc1c2c(cc3nsnc13)OC(C)CC2,4,16,1.41,235.077933
245,CNc1c(C)c2c(c3nsnc13)CC(C)O2,6,16,1.4,235.077933
246,CCc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,8,19,1.22,276.1408676
247,CCOCCN1CN(CC)c2cc3nsnc3cc21,5,19,1.06,278.1201322
248,CCN1CN(CC)c2c1cc1nsnc1c2C,6,17,1.09,248.1095675
249,CCCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,6,20,1.22,291.1517667
250,CCCN1CN(CCC)c2cc3nsnc3cc21,4,18,1.04,262.1252176
251,CCCc1c(C)cc2nsnc2c1NCC,6,16,1.44,235.1143185
252,CCN1CN(C(C)C)c2c1cc1nsnc1c2C,6,18,1.25,262.1252176
253,CCCOc1cc(NC(C)C)c2nsnc2c1,4,17,1.23,251.1092332
254,CCC(C)N1CN(C)c2c1cc1nsnc1c2C,6,18,1.04,262.1252176
255,CCCCN1CN(C)c2cc3nsnc3cc21,4,17,1.11,248.1095675
256,CCN1c2cc3nsnc3cc2N(C)C1OCC(C)C,6,20,1.15,292.1357823
257,CCCN1CN(C(C)CC)c2cc3nsnc3cc21,4,19,1.11,276.1408676
258,CCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,6,19,1.34,277.1361166
259,CCCN1CN(CCC)c2c1cc1nsnc1c2C,6,19,1.05,276.1408676
260,CCCN1c2cc3nsnc3c(C)c2N(C)C1OC,8,19,1.2,278.1201322
261,CCOc1c2c(cc3nsnc13)N(C(C)C)CCN2C,6,20,1.25,292.1357823
262,CNc1c(N(C)C)c(C)cc2nsnc12,7,15,1.48,222.0939174
263,CCN1CN(C)c2c1c(C)c1nsnc1c2C,8,17,1.12,248.1095675
264,CCCCN1CN(CC(C)C)c2cc3nsnc3cc21,4,20,1.07,290.1565177
265,CCN(C)c1cc(OC)cc2nsnc12,5,15,1.33,223.077933
266,CC(C)CN1CN(C)c2cc3nsnc3cc21,4,17,1.05,248.1095675
267,CCCN1CN(C(C)C)c2cc3nsnc3cc21,4,18,1.02,262.1252176
268,Cc1c2c(cc3nsnc13)N(CC(C)C)CN2C,6,18,1.11,262.1252176
269,CCCN1CN(C(C)C)c2c1cc1nsnc1c2C,6,19,1.24,276.1408676
270,CCCN1CN(C)c2c1cc1nsnc1c2C,6,17,1.12,248.1095675
271,CNc1c2c(c(C)c3nsnc13)OCCC2,6,16,1.38,235.077933
272,CNc1c2c(cc3nsnc13)OCCC2C,4,16,1.43,235.077933
273,CCNc1c2c(cc3nsnc13)OC(C)C2C,4,17,1.37,249.0935831
274,CCCN1CN(C(C)CC)c2cc3nsnc3c(C)c21,6,20,1.13,290.1565177
275,CC1CNc2c(c3c(c4nsnc24)CCO3)C1,4,17,1.43,247.077933
276,CCNc1c2c(cc3nsnc13)N(CC)CN2C,6,18,1.13,263.1204665
277,CCNc1c2c(cc3nsnc13)N(CC)CN2C(C)C,6,20,1.12,291.1517667
278,Cc1c2c(cc3nsnc13)N(C)CN2C(C)C,6,17,1.09,248.1095675
279,CCC(C)OC1N(C)c2cc3nsnc3cc2N1C,6,19,1.11,278.1201322
280,CNc1c2c(cc3nsnc13)OCCC2,4,15,1.41,221.062283
281,CCCCN1CN(CC)c2cc3nsnc3c(C)c21,6,19,0.93,276.1408676
282,CCNc1c2c(cc3nsnc13)N(CC)CN2CC,6,19,0.86,277.1361166
283,CCN1c2cc3nsnc3cc2N(C)C1OC,6,17,1.11,250.0888321
284,COc1cc(NC(C)C)c2nsnc2c1,4,15,1.23,223.077933
285,Cc1c2c(cc3nsnc13)N(C)CN2CC(C)C,6,18,1.07,262.1252176
286,CCCCN1CN(CCOC)c2cc3nsnc3cc21,5,20,1.23,292.1357823
287,CNc1cc2c(c3nsnc13)CCC(C)O2,4,16,1.28,235.077933
288,CNc1c2c(cc3nsnc13)N(C(C)C)CN2C,6,18,1.21,263.1204665
289,CCCOc1cc(NC)c2nsnc2c1,4,15,1.3,223.077933
290,CNc1c2c(cc3nsnc13)OCC(C)C2,4,16,1.41,235.077933
291,CCNc1c(N(C)C)c(C)cc2nsnc12,7,16,1.49,236.1095675
292,CCCCN1CN(CCC)c2cc3nsnc3cc21,4,19,1.08,276.1408676
293,CCC(C)N1CN(C)c2cc3nsnc3c(C)c21,6,18,0.86,262.1252176
294,CNc1c2c(c(C)c3nsnc13)N(C(C)C)CCN2C,8,20,1.35,291.1517667
295,CCN1CN(C(C)C)c2c1c(C)c1nsnc1c2C,8,19,1.17,276.1408676
296,Cc1c2c(c(C)c3nsnc13)N(C(C)C)CN2C,8,18,1.15,262.1252176
297,Cc1c2c(cc3nsnc13)N(C)C(OC(C)C)N2C,8,19,1.19,278.1201322
298,CCCCOc1cc(NC)c2nsnc2c1,4,16,1.37,237.0935831
299,CCN1CN(C)c2c1c(NC)c1nsnc1c2C,8,18,1.22,263.1204665
300,CCNc1c2c(c(OC)c3nsnc13)N(C)CCN2C,8,20,1.53,293.1310312
301,CCCOc1cc(NCC)c2nsnc2c1,4,16,1.35,237.0935831
302,CCC(C)N1CCN(CC)c2cc3nsnc3c(OC)c21,6,21,1.2,306.1514323
303,CCc1c2c(c(C)c3nsnc13)CC(C)O2,6,16,1.37,234.0826841
304,COc1cc2nsnc2c2c1C(C)(C)CN2,4,16,1.42,235.077933
305,CNc1c(C)c2c(c3nsnc13)C(C)CO2,6,16,1.39,235.077933
306,CNc1c(C)c2c(c3nsnc13)CCO2,6,15,1.4,221.062283
307,Cc1c2c(c(C)c3nsnc13)OC(C)C2,6,15,1.38,220.067034
308,CNc1cc(OC)cc2nsnc12,4,13,1.39,195.0466329
309,CNc1c2c(cc3nsnc13)CCC2C,4,15,1.63,219.0830184
310,CC(C)CNc1c2c(cc3nsnc13)C1CCC2C1,2,19,1.35,273.1299686
311,CCN1CCN(C)c2c1c(C)c1nsnc1c2NC,8,19,1.29,277.1361166
