batch,Iteration,SMILES,Ered 
initial,0,CCCCc1cc(NCC)c2nsnc2c1,-2.37 
initial,1,CC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)C1CCC2CC1,-2.20 
initial,2,CCN1CN(C)c2c1cc1nsnc1c2NCC(C)C,-2.76 
initial,3,CCCN1CN(CC)c2cc3nsnc3c(NC)c21,-2.74 
initial,4,CNc1c2c(cc3nsnc13)N(C)CCN2CC(C)C,-2.50 
initial,5,CCC1COc2c1c(C)c1nsnc1c2C,-2.41 
initial,6,CCCCN1CN(C)c2c1cc1nsnc1c2NC,-2.76 
initial,7,CCOc1cc2nsnc2c(OC)c1OC,-2.30 
initial,8,Cc1cc(CC(C)C)c(C)c2nsnc12,-2.33 
initial,9,CCC1Cc2c3c(c4nsnc4c2N1)CCC3,-2.39 
sample,1,CCCNc1c2c(c(C)c3nsnc13)N(C)CN2C,-2.58 
sample,2,CCCN1CN(C)c2c1cc1nsnc1c2NC(C)C,-2.63 
sample,3,CCCNc1c2c(cc3nsnc13)N(CC)CN2C,-2.80 
sample,4,CCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.63 
sample,5,CNc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.61 
sample,6,CCCCN1CN(CC)c2cc3nsnc3c(NC)c21,-2.77 
sample,7,CCCCN1CN(C)c2c1cc1nsnc1c2NCC,-2.85 
sample,8,CCNc1c2c(cc3nsnc13)N(C)CN2CC(C)C,-2.75 
sample,9,CCCCNc1c2c(cc3nsnc13)N(C)CN2CC,-2.74 
sample,10,CCCNc1c2c(cc3nsnc13)N(C(C)C)CN2C,-2.63 
sample,11,CCCCN1CN(CCOC)c2cc3nsnc3cc21,-2.62 
sample,12,COCCNc1c2c(cc3nsnc13)N(C)CN2C,-2.74 
sample,13,CCOCCN1CN(CC)c2cc3nsnc3cc21,-2.79 
sample,14,CCCCOc1c2c(cc3nsnc13)N(CC)CN2C,-2.81 
sample,15,CCCOCCN1CN(C)c2cc3nsnc3cc21,-2.69 
sample,16,CCCCOC1N(C)c2cc3nsnc3cc2N1C,-2.70 
sample,17,COCCOC1N(C)c2cc3nsnc3cc2N1C,-2.99 
sample,18,CCOCCN1CCN(C)c2cc3nsnc3c(OC)c21,-2.50 
sample,19,CCN1CN(C)c2c1c(OC)c1nsnc1c2OC,-2.60 
sample,20,CC(C)OCCNc1c2c(cc3nsnc13)OCCO2,-2.39 
sample,21,CC(C)COc1c2c(cc3nsnc13)N(C)CN2C,-2.65 
sample,22,CNc1c2c(cc3nsnc13)N(CCOC)CN2C,-2.80 
sample,23,CNc1c2c(cc3nsnc13)N(C)CN2CCOC,-2.55 
sample,24,CCNc1c2c(c(OC)c3nsnc13)N(C)CN2C,-2.68 
sample,25,CCN1CN(CCN(C)C)c2cc3nsnc3cc21,-2.79 
sample,26,CN(C)CCc1c2c(cc3nsnc13)N(C)CN2C,-2.67 
sample,27,CCCN1CN(CCOC)c2cc3nsnc3cc21,-2.83 
sample,28,COCCc1c2c(cc3nsnc13)N(C)CN2C,-2.69 
sample,29,CCCCN1c2cc3nsnc3cc2N(C)C1OC,-2.75 
sample,30,CCN1CN(CCOC)c2c1cc1nsnc1c2C,-2.83 
sample,31,CCCN1CN(C)c2c1c(OC)c1nsnc1c2C,-2.67 
sample,32,CCCN1CN(C)c2cc3nsnc3c(N(C)C)c21,-2.76 
sample,33,CCCCN1CN(CCC)c2cc3nsnc3cc21,-2.77 
sample,34,CCCCN1CN(CC)c2cc3nsnc3cc21,-2.74 
sample,35,CCCCN1CN(C(C)C)c2cc3nsnc3cc21,-2.72 
sample,36,CCCOC1N(C)c2cc3nsnc3cc2N1CC,-2.70 
sample,37,CCCN1CN(CCC)c2c1cc1nsnc1c2C,-2.80 
sample,38,CCCCN1CN(C)c2c1cc1nsnc1c2CCC,-2.74 
sample,39,CCCCN1CN(CC)c2c1cc1nsnc1c2C,-2.71 
sample,40,CCCCN1c2cc3nsnc3cc2N(CC)C1OC,-2.75 
sample,41,CCCOC1N(CC)c2cc3nsnc3cc2N1CC,-2.77 
sample,42,CCCN1c2cc3nsnc3cc2N(C)C1OC(C)C,-2.73 
sample,43,CCCCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.78 
sample,44,CCCN1CN(C(C)CC)c2cc3nsnc3cc21,-2.74 
sample,45,CCCCN1CN(CCCC)c2cc3nsnc3cc21,-2.72 
sample,46,CCCN1CN(C(C)CC)c2cc3nsnc3c(C)c21,-2.72 
sample,47,CCCCN1CN(CCC)c2cc3nsnc3c(C)c21,-2.97 
sample,48,CCCCN1CN(C(C)C)c2cc3nsnc3c(C)c21,-2.79 
sample,49,CCCCN1CN(C(C)C)c2c1cc1nsnc1c2C,-2.84 
sample,50,CCCc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.83 
sample,51,CCCCN1CN(CCC)c2c1cc1nsnc1c2C,-2.85 
sample,52,CCCc1c2c(cc3nsnc13)N(CCC)CN2CC,-2.81 
sample,53,CCc1c2c(cc3nsnc13)N(CC(C)C)CN2CC,-2.65 
sample,54,CC(C)CN1CN(CC(C)C)c2cc3nsnc3cc21,-2.75 
sample,55,CCCCN1CN(CC)c2cc3nsnc3c(C)c21,-2.92 
sample,56,CCN1CN(CC(C)C)c2c1cc1nsnc1c2C,-2.75 
sample,57,CCCN1CN(C(C)C)c2c1cc1nsnc1c2C,-2.61 
sample,58,CCCN1CN(C)c2cc3nsnc3c(CC(C)C)c21,-2.68 
sample,59,CCCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.73 
sample,60,CCOc1c2c(cc3nsnc13)N(CC(C)C)CN2C,-2.75 
sample,61,Cc1c2c(cc3nsnc13)N(CC(C)C)CN2C(C)C,-2.76 
sample,62,CCCN1CCN(CCC)c2c1cc1nsnc1c2C,-2.60 
sample,63,CCN1CN(CC(C)C)c2c1cc1nsnc1c2OC,-2.75 
sample,64,CCCc1c2c(cc3nsnc13)N(C(C)C)CN2CC,-2.71 
sample,65,CCCN1CN(CC)c2c1c(C)c1nsnc1c2C,-2.70 
sample,66,CCN1c2cc3nsnc3cc2N(CC(C)C)C1OC,-2.89 
sample,67,CCC(C)N1CN(CC)c2cc3nsnc3c(OC)c21,-2.58 
sample,68,CCCN1CN(C)c2cc3nsnc3c(OC(C)C)c21,-2.66 
sample,69,CCCN1CN(CCC)c2cc3nsnc3cc21,-2.81 
sample,70,CCN1c2cc3nsnc3cc2N(C)C1OC(C)C,-2.71 
sample,71,CC(C)CN1CN(C(C)C)c2cc3nsnc3cc21,-2.82 
sample,72,CCCN1CN(C(C)C)c2cc3nsnc3cc21,-2.83 
sample,73,CCN1CN(CC(C)C)c2cc3nsnc3cc21,-2.71 
sample,74,CCCCN1CN(C)c2c1cc1nsnc1c2C,-2.66 
sample,75,CCN1CN(C)c2c1cc1nsnc1c2CC(C)C,-2.77 
